method,epsilon,region,formal_seed,hit,first_hit_iteration,first_hit_depth,first_hit_total_work,first_hit_per_worker_work,first_hit_training_time,censoring_depth,censoring_total_work,censoring_per_worker_work,censoring_training_time,final_stat_proxy
ME-DOL-FO,0.03,medium,5,True,6,6,48,6,0.26721988478675485,960,7680,960,5.995144642656669,0.008707178756594658
ME-DOL-FO,0.03,medium,6,True,6,6,48,6,0.16399429412558675,960,7680,960,5.577900092350319,0.009819275699555874
ME-DOL-FO,0.03,medium,7,True,6,6,48,6,0.1726867430843413,960,7680,960,5.652636245591566,0.008575590327382088
ME-DOL-FO,0.03,medium,8,True,6,6,48,6,0.21191145502962172,960,7680,960,6.66517380066216,0.01006839144974947
ME-DOL-FO,0.03,medium,9,True,6,6,48,6,0.5271391500718892,960,7680,960,6.106260675238445,0.011210224591195583
ME-DOL-FO,0.03,medium,10,True,6,6,48,6,0.4289706058334559,960,7680,960,5.956601835088804,0.008772402070462704
ME-DOL-FO,0.03,medium,11,True,6,6,48,6,0.1712042479775846,960,7680,960,5.66980483266525,0.009701288305222988
ME-DOL-FO,0.03,medium,12,True,6,6,48,6,0.2058048953767866,960,7680,960,6.333394546760246,0.010067970491945744
ME-DOL-FO,0.03,medium,13,True,6,6,48,6,0.29719212860800326,960,7680,960,5.746161069953814,0.011434497311711311
ME-DOL-FO,0.03,medium,14,True,6,6,48,6,0.33492366690188646,960,7680,960,5.829571553971618,0.009816553443670273
ME-DOL-FO,0.03,medium,15,True,6,6,48,6,0.15881844842806458,960,7680,960,5.619356953073293,0.009996791370213032
ME-DOL-FO,0.03,medium,16,True,6,6,48,6,0.1999445939436555,960,7680,960,6.229588302085176,0.009017829783260822
ME-DOL-FO,0.03,medium,17,True,6,6,48,6,0.5435001545120031,960,7680,960,6.114914253586903,0.009792281314730644
ME-DOL-FO,0.03,medium,18,True,6,6,48,6,0.5571956841740757,960,7680,960,6.097898346371949,0.009176936000585556
ME-DOL-FO,0.03,medium,19,True,6,6,48,6,0.20348598179407418,960,7680,960,5.714969425695017,0.010347270406782627
ME-DOL-FO,0.02,medium,0,True,6,6,48,6,0.20442493027076125,960,7680,960,6.377372458344325,0.00873547699302435
ME-DOL-FO,0.02,medium,1,True,6,6,48,6,0.5530815722886473,960,7680,960,6.044881360605359,0.009280621074140072
ME-DOL-FO,0.02,medium,2,True,6,6,48,6,0.4875285914167762,960,7680,960,5.855695016216487,0.009079072624444962
ME-DOL-FO,0.02,medium,3,True,6,6,48,6,0.2037905496545136,960,7680,960,5.682932683732361,0.008954036980867386
ME-DOL-FO,0.02,medium,4,True,6,6,48,6,0.1955596541520208,960,7680,960,6.246523048263043,0.00987778976559639
ME-DOL-FO,0.02,medium,5,True,6,6,48,6,0.26721988478675485,960,7680,960,5.995144642656669,0.008707178756594658
ME-DOL-FO,0.02,medium,6,True,6,6,48,6,0.16399429412558675,960,7680,960,5.577900092350319,0.009819275699555874
ME-DOL-FO,0.02,medium,7,True,6,6,48,6,0.1726867430843413,960,7680,960,5.652636245591566,0.008575590327382088
ME-DOL-FO,0.02,medium,8,True,6,6,48,6,0.21191145502962172,960,7680,960,6.66517380066216,0.01006839144974947
ME-DOL-FO,0.02,medium,9,True,6,6,48,6,0.5271391500718892,960,7680,960,6.106260675238445,0.011210224591195583
ME-DOL-FO,0.02,medium,10,True,6,6,48,6,0.4289706058334559,960,7680,960,5.956601835088804,0.008772402070462704
ME-DOL-FO,0.02,medium,11,True,6,6,48,6,0.1712042479775846,960,7680,960,5.66980483266525,0.009701288305222988
ME-DOL-FO,0.02,medium,12,True,6,6,48,6,0.2058048953767866,960,7680,960,6.333394546760246,0.010067970491945744
ME-DOL-FO,0.02,medium,13,True,6,6,48,6,0.29719212860800326,960,7680,960,5.746161069953814,0.011434497311711311
ME-DOL-FO,0.02,medium,14,True,6,6,48,6,0.33492366690188646,960,7680,960,5.829571553971618,0.009816553443670273
ME-DOL-FO,0.02,medium,15,True,6,6,48,6,0.15881844842806458,960,7680,960,5.619356953073293,0.009996791370213032
ME-DOL-FO,0.02,medium,16,True,6,6,48,6,0.1999445939436555,960,7680,960,6.229588302085176,0.009017829783260822
ME-DOL-FO,0.02,medium,17,True,6,6,48,6,0.5435001545120031,960,7680,960,6.114914253586903,0.009792281314730644
ME-DOL-FO,0.02,medium,18,True,6,6,48,6,0.5571956841740757,960,7680,960,6.097898346371949,0.009176936000585556
ME-DOL-FO,0.02,medium,19,True,6,6,48,6,0.20348598179407418,960,7680,960,5.714969425695017,0.010347270406782627
ME-DOL-FO,0.015,medium,0,True,6,6,48,6,0.20442493027076125,960,7680,960,6.377372458344325,0.00873547699302435
ME-DOL-FO,0.015,medium,1,True,6,6,48,6,0.5530815722886473,960,7680,960,6.044881360605359,0.009280621074140072
ME-DOL-FO,0.015,medium,2,True,6,6,48,6,0.4875285914167762,960,7680,960,5.855695016216487,0.009079072624444962
ME-DOL-FO,0.015,medium,3,True,6,6,48,6,0.2037905496545136,960,7680,960,5.682932683732361,0.008954036980867386
ME-DOL-FO,0.015,medium,4,True,6,6,48,6,0.1955596541520208,960,7680,960,6.246523048263043,0.00987778976559639
ME-DOL-FO,0.015,medium,5,True,6,6,48,6,0.26721988478675485,960,7680,960,5.995144642656669,0.008707178756594658
ME-DOL-FO,0.015,medium,6,True,6,6,48,6,0.16399429412558675,960,7680,960,5.577900092350319,0.009819275699555874
ME-DOL-FO,0.015,medium,7,True,6,6,48,6,0.1726867430843413,960,7680,960,5.652636245591566,0.008575590327382088
ME-DOL-FO,0.015,medium,8,True,6,6,48,6,0.21191145502962172,960,7680,960,6.66517380066216,0.01006839144974947
ME-DOL-FO,0.015,medium,9,True,6,6,48,6,0.5271391500718892,960,7680,960,6.106260675238445,0.011210224591195583
ME-DOL-FO,0.015,medium,10,True,6,6,48,6,0.4289706058334559,960,7680,960,5.956601835088804,0.008772402070462704
ME-DOL-FO,0.015,medium,11,True,6,6,48,6,0.1712042479775846,960,7680,960,5.66980483266525,0.009701288305222988
ME-DOL-FO,0.015,medium,12,True,6,6,48,6,0.2058048953767866,960,7680,960,6.333394546760246,0.010067970491945744
ME-DOL-FO,0.015,medium,13,True,6,6,48,6,0.29719212860800326,960,7680,960,5.746161069953814,0.011434497311711311
ME-DOL-FO,0.015,medium,14,True,6,6,48,6,0.33492366690188646,960,7680,960,5.829571553971618,0.009816553443670273
ME-DOL-FO,0.015,medium,15,True,6,6,48,6,0.15881844842806458,960,7680,960,5.619356953073293,0.009996791370213032
ME-DOL-FO,0.015,medium,16,True,6,6,48,6,0.1999445939436555,960,7680,960,6.229588302085176,0.009017829783260822
ME-DOL-FO,0.015,medium,17,True,6,6,48,6,0.5435001545120031,960,7680,960,6.114914253586903,0.009792281314730644
ME-DOL-FO,0.015,medium,18,True,6,6,48,6,0.5571956841740757,960,7680,960,6.097898346371949,0.009176936000585556
ME-DOL-FO,0.015,medium,19,True,6,6,48,6,0.20348598179407418,960,7680,960,5.714969425695017,0.010347270406782627
ME-DOL-FO,0.01,medium,0,True,54,54,432,54,0.4806557802949101,960,7680,960,6.377372458344325,0.00873547699302435
ME-DOL-FO,0.01,medium,1,True,390,390,3120,390,2.695428280159831,960,7680,960,6.044881360605359,0.009280621074140072
ME-DOL-FO,0.01,medium,2,True,54,54,432,54,0.7407698633614928,960,7680,960,5.855695016216487,0.009079072624444962
ME-DOL-FO,0.01,medium,3,True,294,294,2352,294,1.8678470968734473,960,7680,960,5.682932683732361,0.008954036980867386
ME-DOL-FO,0.01,medium,4,False,,,,,,960,7680,960,6.246523048263043,0.00987778976559639
ME-DOL-FO,0.01,medium,5,True,102,102,816,102,1.082609653007239,960,7680,960,5.995144642656669,0.008707178756594658
ME-DOL-FO,0.01,medium,6,True,918,918,7344,918,5.297861054772511,960,7680,960,5.577900092350319,0.009819275699555874
ME-DOL-FO,0.01,medium,7,True,150,150,1200,150,1.0551766965072602,960,7680,960,5.652636245591566,0.008575590327382088
ME-DOL-FO,0.01,medium,8,True,870,870,6960,870,6.1414279052987695,960,7680,960,6.66517380066216,0.01006839144974947
ME-DOL-FO,0.01,medium,9,False,,,,,,960,7680,960,6.106260675238445,0.011210224591195583
ME-DOL-FO,0.01,medium,10,True,6,6,48,6,0.4289706058334559,960,7680,960,5.956601835088804,0.008772402070462704
ME-DOL-FO,0.01,medium,11,True,870,870,6960,870,5.182114584837109,960,7680,960,5.66980483266525,0.009701288305222988
ME-DOL-FO,0.01,medium,12,False,,,,,,960,7680,960,6.333394546760246,0.010067970491945744
ME-DOL-FO,0.01,medium,13,False,,,,,,960,7680,960,5.746161069953814,0.011434497311711311
ME-DOL-FO,0.01,medium,14,True,678,678,5424,678,4.203991783550009,960,7680,960,5.829571553971618,0.009816553443670273
ME-DOL-FO,0.01,medium,15,False,,,,,,960,7680,960,5.619356953073293,0.009996791370213032
ME-DOL-FO,0.01,medium,16,True,246,246,1968,246,1.5971899656578898,960,7680,960,6.229588302085176,0.009017829783260822
ME-DOL-FO,0.01,medium,17,True,774,774,6192,774,5.008500586729497,960,7680,960,6.114914253586903,0.009792281314730644
ME-DOL-FO,0.01,medium,18,True,246,246,1968,246,1.974300887901336,960,7680,960,6.097898346371949,0.009176936000585556
ME-DOL-FO,0.01,medium,19,False,,,,,,960,7680,960,5.714969425695017,0.010347270406782627
ME-DOL-FO,0.009,fine,0,True,456,456,3648,456,2.8460991377942264,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.009,fine,1,True,1032,1032,8256,1032,6.091015870217234,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.009,fine,2,True,696,696,5568,696,4.170849570306018,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.009,fine,3,True,504,504,4032,504,3.002716762945056,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.009,fine,4,True,1464,1464,11712,1464,9.546003113035113,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.009,fine,5,True,552,552,4416,552,3.4479815664235502,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.009,fine,6,True,1176,1176,9408,1176,6.996516073355451,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.009,fine,7,True,696,696,5568,696,4.173654760234058,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.009,fine,8,True,2328,2328,18624,2328,14.066725726006553,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.009,fine,9,True,6024,6024,48192,6024,35.03699905006215,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.009,fine,10,True,552,552,4416,552,3.3928572123404592,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.009,fine,11,True,936,936,7488,936,5.578075461089611,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.009,fine,12,True,1272,1272,10176,1272,7.638407029910013,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.009,fine,13,True,5448,5448,43584,5448,32.02669806871563,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.009,fine,14,True,1848,1848,14784,1848,11.124448282644153,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.009,fine,15,True,1176,1176,9408,1176,7.101013515377417,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.009,fine,16,True,744,744,5952,744,4.330059535335749,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.009,fine,17,True,1224,1224,9792,1224,7.325046392623335,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.009,fine,18,True,936,936,7488,936,5.777464306214824,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.009,fine,19,True,3576,3576,28608,3576,20.844875131035224,61440,491520,61440,350.22765273437835,0.008392639458179474
ME-DOL-FO,0.008,fine,0,True,1128,1128,9024,1128,7.308823451632634,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.008,fine,1,True,3672,3672,29376,3672,21.316197912208736,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.008,fine,2,True,1992,1992,15936,1992,11.648286991287023,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.008,fine,3,True,1512,1512,12096,1512,8.954246626468375,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.008,fine,4,True,6504,6504,52032,6504,38.87859356869012,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.008,fine,5,True,1416,1416,11328,1416,8.579223450506106,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.008,fine,6,True,8472,8472,67776,8472,49.50531618879177,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.008,fine,7,True,1464,1464,11712,1464,8.682149706641212,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.008,fine,8,True,3960,3960,31680,3960,23.461977998027578,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.008,fine,9,True,36456,36456,291648,36456,209.6596452621743,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.008,fine,10,True,1704,1704,13632,1704,10.155787137104198,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.008,fine,11,True,3672,3672,29376,3672,21.8429213501513,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.008,fine,12,True,2568,2568,20544,2568,15.483717912109569,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.008,fine,13,True,28728,28728,229824,28728,166.51671682833694,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.008,fine,14,True,3768,3768,30144,3768,22.242024389095604,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.008,fine,15,True,6456,6456,51648,6456,37.37323480192572,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.008,fine,16,True,2616,2616,20928,2616,15.473557050339878,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.008,fine,17,True,4056,4056,32448,4056,23.729873881442472,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.008,fine,18,True,2088,2088,16704,2088,12.42856076755561,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.008,fine,19,True,33000,33000,264000,33000,189.15085802134126,61440,491520,61440,350.22765273437835,0.008392639458179474
ME-DOL-FO,0.007,fine,0,True,20184,20184,161472,20184,117.0893765904475,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.007,fine,1,False,,,,,,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.007,fine,2,True,20376,20376,163008,20376,118.31064788019285,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.007,fine,3,True,10200,10200,81600,10200,59.07893142523244,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.007,fine,4,True,42552,42552,340416,42552,252.60022469540127,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.007,fine,5,True,5064,5064,40512,5064,29.79007506580092,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.007,fine,6,True,28248,28248,225984,28248,171.34859567834064,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.007,fine,7,True,17400,17400,139200,17400,100.80352673609741,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.007,fine,8,True,57240,57240,457920,57240,328.78907136432827,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.007,fine,9,False,,,,,,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.007,fine,10,True,49512,49512,396096,49512,285.0822988389991,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.007,fine,11,False,,,,,,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.007,fine,12,False,,,,,,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.007,fine,13,False,,,,,,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.007,fine,14,False,,,,,,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.007,fine,15,False,,,,,,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.007,fine,16,True,36216,36216,289728,36216,203.4332643111702,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.007,fine,17,True,50328,50328,402624,50328,289.77419752883725,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.007,fine,18,False,,,,,,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.007,fine,19,False,,,,,,61440,491520,61440,350.22765273437835,0.008392639458179474
ME-DOL-FO,0.006,fine,0,False,,,,,,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.006,fine,1,False,,,,,,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.006,fine,2,False,,,,,,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.006,fine,3,False,,,,,,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.006,fine,4,False,,,,,,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.006,fine,5,False,,,,,,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.006,fine,6,False,,,,,,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.006,fine,7,False,,,,,,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.006,fine,8,False,,,,,,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.006,fine,9,False,,,,,,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.006,fine,10,False,,,,,,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.006,fine,11,False,,,,,,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.006,fine,12,False,,,,,,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.006,fine,13,False,,,,,,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.006,fine,14,False,,,,,,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.006,fine,15,False,,,,,,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.006,fine,16,False,,,,,,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.006,fine,17,False,,,,,,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.006,fine,18,False,,,,,,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.006,fine,19,False,,,,,,61440,491520,61440,350.22765273437835,0.008392639458179474
ME-DOL-FO,0.005,fine,0,False,,,,,,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.005,fine,1,False,,,,,,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.005,fine,2,False,,,,,,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.005,fine,3,False,,,,,,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.005,fine,4,False,,,,,,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.005,fine,5,False,,,,,,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.005,fine,6,False,,,,,,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.005,fine,7,False,,,,,,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.005,fine,8,False,,,,,,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.005,fine,9,False,,,,,,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.005,fine,10,False,,,,,,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.005,fine,11,False,,,,,,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.005,fine,12,False,,,,,,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.005,fine,13,False,,,,,,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.005,fine,14,False,,,,,,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.005,fine,15,False,,,,,,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.005,fine,16,False,,,,,,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.005,fine,17,False,,,,,,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.005,fine,18,False,,,,,,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.005,fine,19,False,,,,,,61440,491520,61440,350.22765273437835,0.008392639458179474
ME-DOL-FO,0.004,fine,0,False,,,,,,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.004,fine,1,False,,,,,,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.004,fine,2,False,,,,,,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.004,fine,3,False,,,,,,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.004,fine,4,False,,,,,,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.004,fine,5,False,,,,,,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.004,fine,6,False,,,,,,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.004,fine,7,False,,,,,,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.004,fine,8,False,,,,,,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.004,fine,9,False,,,,,,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.004,fine,10,False,,,,,,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.004,fine,11,False,,,,,,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.004,fine,12,False,,,,,,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.004,fine,13,False,,,,,,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.004,fine,14,False,,,,,,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.004,fine,15,False,,,,,,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.004,fine,16,False,,,,,,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.004,fine,17,False,,,,,,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.004,fine,18,False,,,,,,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.004,fine,19,False,,,,,,61440,491520,61440,350.22765273437835,0.008392639458179474
ME-DOL-FO,0.003,fine,0,False,,,,,,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.003,fine,1,False,,,,,,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.003,fine,2,False,,,,,,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.003,fine,3,False,,,,,,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.003,fine,4,False,,,,,,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.003,fine,5,False,,,,,,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.003,fine,6,False,,,,,,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.003,fine,7,False,,,,,,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.003,fine,8,False,,,,,,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.003,fine,9,False,,,,,,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.003,fine,10,False,,,,,,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.003,fine,11,False,,,,,,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.003,fine,12,False,,,,,,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.003,fine,13,False,,,,,,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.003,fine,14,False,,,,,,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.003,fine,15,False,,,,,,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.003,fine,16,False,,,,,,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.003,fine,17,False,,,,,,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.003,fine,18,False,,,,,,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.003,fine,19,False,,,,,,61440,491520,61440,350.22765273437835,0.008392639458179474
ME-DOL-FO,0.002,fine,0,False,,,,,,61440,491520,61440,352.1545992717147,0.007948197424411774
ME-DOL-FO,0.002,fine,1,False,,,,,,61440,491520,61440,354.2955823719967,0.0075456928461790085
ME-DOL-FO,0.002,fine,2,False,,,,,,61440,491520,61440,354.40401614061557,0.007460894528776407
ME-DOL-FO,0.002,fine,3,False,,,,,,61440,491520,61440,353.7069409498945,0.006622100714594126
ME-DOL-FO,0.002,fine,4,False,,,,,,61440,491520,61440,360.60658768820576,0.007243677042424679
ME-DOL-FO,0.002,fine,5,False,,,,,,61440,491520,61440,361.1044706630055,0.007579627446830273
ME-DOL-FO,0.002,fine,6,False,,,,,,61440,491520,61440,361.5977880116552,0.007592316716909409
ME-DOL-FO,0.002,fine,7,False,,,,,,61440,491520,61440,359.34912240714766,0.008147832937538624
ME-DOL-FO,0.002,fine,8,False,,,,,,61440,491520,61440,352.83020941424184,0.007363032083958387
ME-DOL-FO,0.002,fine,9,False,,,,,,61440,491520,61440,352.1305502501782,0.008909923955798149
ME-DOL-FO,0.002,fine,10,False,,,,,,61440,491520,61440,353.99856556905434,0.00705356802791357
ME-DOL-FO,0.002,fine,11,False,,,,,,61440,491520,61440,355.9626828802284,0.008097246289253235
ME-DOL-FO,0.002,fine,12,False,,,,,,61440,491520,61440,355.20991125679575,0.007919100113213062
ME-DOL-FO,0.002,fine,13,False,,,,,,61440,491520,61440,352.51103649800643,0.007999835535883904
ME-DOL-FO,0.002,fine,14,False,,,,,,61440,491520,61440,357.07166048162617,0.008071066811680794
ME-DOL-FO,0.002,fine,15,False,,,,,,61440,491520,61440,350.2797643360682,0.007922747172415257
ME-DOL-FO,0.002,fine,16,False,,,,,,61440,491520,61440,344.9829800459556,0.007026647217571735
ME-DOL-FO,0.002,fine,17,False,,,,,,61440,491520,61440,353.5021850958001,0.00731618469581008
ME-DOL-FO,0.002,fine,18,False,,,,,,61440,491520,61440,352.75745455897413,0.007778780069202185
ME-DOL-FO,0.002,fine,19,False,,,,,,61440,491520,61440,350.22765273437835,0.008392639458179474
