method,formal_seed,epsilon,hit,first_hit_depth,first_hit_work,first_hit_stat_proxy,censor_depth,censor_work,capped_depth,capped_work
ME-DOL-ZO,1,0.18,True,204.0,52224.0,0.1754777729511261,3840.0,983040.0,204.0,52224.0
ME-DOL-ZO,1,0.16,True,240.0,61440.0,0.1537380069494247,3840.0,983040.0,240.0,61440.0
ME-DOL-ZO,1,0.14,True,276.0,70656.0,0.1335489004850387,3840.0,983040.0,276.0,70656.0
ME-DOL-ZO,1,0.12,True,300.0,76800.0,0.1194401532411575,3840.0,983040.0,300.0,76800.0
ME-DOL-ZO,1,0.1,True,348.0,89088.0,0.0969468504190445,3840.0,983040.0,348.0,89088.0
ME-DOL-ZO,1,0.09,True,372.0,95232.0,0.0883858427405357,3840.0,983040.0,372.0,95232.0
ME-DOL-ZO,1,0.08,True,408.0,104448.0,0.0775641128420829,3840.0,983040.0,408.0,104448.0
ME-DOL-ZO,1,0.07,True,432.0,110592.0,0.0697122290730476,3840.0,983040.0,432.0,110592.0
ME-DOL-ZO,1,0.06,True,468.0,119808.0,0.0579256154596805,3840.0,983040.0,468.0,119808.0
ME-DOL-ZO,1,0.05,True,528.0,135168.0,0.0492083393037319,3840.0,983040.0,528.0,135168.0
ME-DOL-ZO,1,0.04,True,588.0,150528.0,0.037080205976963,3840.0,983040.0,588.0,150528.0
ME-DOL-ZO,1,0.03,True,648.0,165888.0,0.0293026566505432,3840.0,983040.0,648.0,165888.0
ME-DOL-ZO,1,0.025,True,696.0,178176.0,0.0239995829761028,3840.0,983040.0,696.0,178176.0
ME-DOL-ZO,1,0.02,True,804.0,205824.0,0.0197830405086278,3840.0,983040.0,804.0,205824.0
ME-DOL-ZO,1,0.018,True,876.0,224256.0,0.0177319440990686,3840.0,983040.0,876.0,224256.0
ME-DOL-ZO,1,0.016,True,1068.0,273408.0,0.015874532982707,3840.0,983040.0,1068.0,273408.0
ME-DOL-ZO,1,0.015,True,2316.0,592896.0,0.014922622591257,3840.0,983040.0,2316.0,592896.0
ME-DOL-ZO,1,0.014,True,3240.0,829440.0,0.0138660557568073,3840.0,983040.0,3240.0,829440.0
ME-DOL-ZO,1,0.013,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.0095,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.009,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.008,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.007,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.006,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.005,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.004,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.003,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,1,0.002,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.2,True,156.0,39936.0,0.1983063668012619,3840.0,983040.0,156.0,39936.0
ME-DOL-ZO,2,0.18,True,192.0,49152.0,0.1739028841257095,3840.0,983040.0,192.0,49152.0
ME-DOL-ZO,2,0.16,True,216.0,55296.0,0.1571778804063797,3840.0,983040.0,216.0,55296.0
ME-DOL-ZO,2,0.14,True,252.0,64512.0,0.1341946870088577,3840.0,983040.0,252.0,64512.0
ME-DOL-ZO,2,0.12,True,288.0,73728.0,0.116139218211174,3840.0,983040.0,288.0,73728.0
ME-DOL-ZO,2,0.1,True,324.0,82944.0,0.0981844812631607,3840.0,983040.0,324.0,82944.0
ME-DOL-ZO,2,0.09,True,348.0,89088.0,0.0855979472398758,3840.0,983040.0,348.0,89088.0
ME-DOL-ZO,2,0.08,True,372.0,95232.0,0.0749609991908073,3840.0,983040.0,372.0,95232.0
ME-DOL-ZO,2,0.07,True,384.0,98304.0,0.0694406405091285,3840.0,983040.0,384.0,98304.0
ME-DOL-ZO,2,0.06,True,420.0,107520.0,0.0596791356801986,3840.0,983040.0,420.0,107520.0
ME-DOL-ZO,2,0.05,True,468.0,119808.0,0.0485195629298687,3840.0,983040.0,468.0,119808.0
ME-DOL-ZO,2,0.04,True,528.0,135168.0,0.0385269075632095,3840.0,983040.0,528.0,135168.0
ME-DOL-ZO,2,0.03,True,600.0,153600.0,0.0293275564908981,3840.0,983040.0,600.0,153600.0
ME-DOL-ZO,2,0.025,True,672.0,172032.0,0.0245944485068321,3840.0,983040.0,672.0,172032.0
ME-DOL-ZO,2,0.02,True,888.0,227328.0,0.0193170793354511,3840.0,983040.0,888.0,227328.0
ME-DOL-ZO,2,0.018,True,924.0,236544.0,0.0179555341601371,3840.0,983040.0,924.0,236544.0
ME-DOL-ZO,2,0.016,True,1008.0,258048.0,0.0159859620034694,3840.0,983040.0,1008.0,258048.0
ME-DOL-ZO,2,0.015,True,1116.0,285696.0,0.0147911589592695,3840.0,983040.0,1116.0,285696.0
ME-DOL-ZO,2,0.014,True,1380.0,353280.0,0.0138566363602876,3840.0,983040.0,1380.0,353280.0
ME-DOL-ZO,2,0.013,True,2976.0,761856.0,0.0127035845071077,3840.0,983040.0,2976.0,761856.0
ME-DOL-ZO,2,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.0095,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.009,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.008,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.007,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.006,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.005,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.004,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.003,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,2,0.002,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.2,True,168.0,43008.0,0.193163976073265,3840.0,983040.0,168.0,43008.0
ME-DOL-ZO,3,0.18,True,192.0,49152.0,0.1765194237232208,3840.0,983040.0,192.0,49152.0
ME-DOL-ZO,3,0.16,True,216.0,55296.0,0.1584515273571014,3840.0,983040.0,216.0,55296.0
ME-DOL-ZO,3,0.14,True,252.0,64512.0,0.1385224908590316,3840.0,983040.0,252.0,64512.0
ME-DOL-ZO,3,0.12,True,288.0,73728.0,0.1175066009163856,3840.0,983040.0,288.0,73728.0
ME-DOL-ZO,3,0.1,True,336.0,86016.0,0.0958716049790382,3840.0,983040.0,336.0,86016.0
ME-DOL-ZO,3,0.09,True,360.0,92160.0,0.0875167772173881,3840.0,983040.0,360.0,92160.0
ME-DOL-ZO,3,0.08,True,396.0,101376.0,0.0750807449221611,3840.0,983040.0,396.0,101376.0
ME-DOL-ZO,3,0.07,True,408.0,104448.0,0.0699340030550956,3840.0,983040.0,408.0,104448.0
ME-DOL-ZO,3,0.06,True,444.0,113664.0,0.0573762580752372,3840.0,983040.0,444.0,113664.0
ME-DOL-ZO,3,0.05,True,504.0,129024.0,0.0483129806816577,3840.0,983040.0,504.0,129024.0
ME-DOL-ZO,3,0.04,True,564.0,144384.0,0.0383049175143241,3840.0,983040.0,564.0,144384.0
ME-DOL-ZO,3,0.03,True,624.0,159744.0,0.0281104519963264,3840.0,983040.0,624.0,159744.0
ME-DOL-ZO,3,0.025,True,684.0,175104.0,0.0247147362679243,3840.0,983040.0,684.0,175104.0
ME-DOL-ZO,3,0.02,True,768.0,196608.0,0.0195181630551815,3840.0,983040.0,768.0,196608.0
ME-DOL-ZO,3,0.018,True,852.0,218112.0,0.0173597931861877,3840.0,983040.0,852.0,218112.0
ME-DOL-ZO,3,0.016,True,936.0,239616.0,0.0159932356327772,3840.0,983040.0,936.0,239616.0
ME-DOL-ZO,3,0.015,True,1104.0,282624.0,0.0147042917087674,3840.0,983040.0,1104.0,282624.0
ME-DOL-ZO,3,0.014,True,1128.0,288768.0,0.0139238964766263,3840.0,983040.0,1128.0,288768.0
ME-DOL-ZO,3,0.013,True,1680.0,430080.0,0.0124932881444692,3840.0,983040.0,1680.0,430080.0
ME-DOL-ZO,3,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.0095,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.009,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.008,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.007,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.006,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.005,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.004,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.003,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,3,0.002,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.2,True,168.0,43008.0,0.1962653994560241,3840.0,983040.0,168.0,43008.0
ME-DOL-ZO,4,0.18,True,204.0,52224.0,0.1744584739208221,3840.0,983040.0,204.0,52224.0
ME-DOL-ZO,4,0.16,True,240.0,61440.0,0.1540678143501281,3840.0,983040.0,240.0,61440.0
ME-DOL-ZO,4,0.14,True,276.0,70656.0,0.1343663185834884,3840.0,983040.0,276.0,70656.0
ME-DOL-ZO,4,0.12,True,312.0,79872.0,0.1150965839624404,3840.0,983040.0,312.0,79872.0
ME-DOL-ZO,4,0.1,True,348.0,89088.0,0.0976360291242599,3840.0,983040.0,348.0,89088.0
ME-DOL-ZO,4,0.09,True,372.0,95232.0,0.0871321558952331,3840.0,983040.0,372.0,95232.0
ME-DOL-ZO,4,0.08,True,396.0,101376.0,0.0784835740923881,3840.0,983040.0,396.0,101376.0
ME-DOL-ZO,4,0.07,True,432.0,110592.0,0.0665279850363731,3840.0,983040.0,432.0,110592.0
ME-DOL-ZO,4,0.06,True,456.0,116736.0,0.0584139637649059,3840.0,983040.0,456.0,116736.0
ME-DOL-ZO,4,0.05,True,504.0,129024.0,0.0484577789902687,3840.0,983040.0,504.0,129024.0
ME-DOL-ZO,4,0.04,True,552.0,141312.0,0.0398341305553913,3840.0,983040.0,552.0,141312.0
ME-DOL-ZO,4,0.03,True,648.0,165888.0,0.0285356640815734,3840.0,983040.0,648.0,165888.0
ME-DOL-ZO,4,0.025,True,684.0,175104.0,0.0243906918913126,3840.0,983040.0,684.0,175104.0
ME-DOL-ZO,4,0.02,True,768.0,196608.0,0.0192419346421957,3840.0,983040.0,768.0,196608.0
ME-DOL-ZO,4,0.018,True,984.0,251904.0,0.0175686795264482,3840.0,983040.0,984.0,251904.0
ME-DOL-ZO,4,0.016,True,1092.0,279552.0,0.0159616116434335,3840.0,983040.0,1092.0,279552.0
ME-DOL-ZO,4,0.015,True,1200.0,307200.0,0.0146685019135475,3840.0,983040.0,1200.0,307200.0
ME-DOL-ZO,4,0.014,True,1344.0,344064.0,0.0138770043849945,3840.0,983040.0,1344.0,344064.0
ME-DOL-ZO,4,0.013,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.0095,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.009,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.008,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.007,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.006,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.005,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.004,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.003,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,4,0.002,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.2,True,168.0,43008.0,0.1959749311208725,3840.0,983040.0,168.0,43008.0
ME-DOL-ZO,5,0.18,True,204.0,52224.0,0.1735121458768844,3840.0,983040.0,204.0,52224.0
ME-DOL-ZO,5,0.16,True,228.0,58368.0,0.1584354788064956,3840.0,983040.0,228.0,58368.0
ME-DOL-ZO,5,0.14,True,264.0,67584.0,0.1347809433937072,3840.0,983040.0,264.0,67584.0
ME-DOL-ZO,5,0.12,True,300.0,76800.0,0.1166727915406227,3840.0,983040.0,300.0,76800.0
ME-DOL-ZO,5,0.1,True,348.0,89088.0,0.0961188152432441,3840.0,983040.0,348.0,89088.0
ME-DOL-ZO,5,0.09,True,372.0,95232.0,0.0842725858092308,3840.0,983040.0,372.0,95232.0
ME-DOL-ZO,5,0.08,True,384.0,98304.0,0.079462431371212,3840.0,983040.0,384.0,98304.0
ME-DOL-ZO,5,0.07,True,420.0,107520.0,0.0670383796095848,3840.0,983040.0,420.0,107520.0
ME-DOL-ZO,5,0.06,True,444.0,113664.0,0.0598568208515644,3840.0,983040.0,444.0,113664.0
ME-DOL-ZO,5,0.05,True,492.0,125952.0,0.0493952743709087,3840.0,983040.0,492.0,125952.0
ME-DOL-ZO,5,0.04,True,540.0,138240.0,0.0392981506884098,3840.0,983040.0,540.0,138240.0
ME-DOL-ZO,5,0.03,True,612.0,156672.0,0.0296979565173387,3840.0,983040.0,612.0,156672.0
ME-DOL-ZO,5,0.025,True,684.0,175104.0,0.0238231997936964,3840.0,983040.0,684.0,175104.0
ME-DOL-ZO,5,0.02,True,792.0,202752.0,0.0199805311858654,3840.0,983040.0,792.0,202752.0
ME-DOL-ZO,5,0.018,True,924.0,236544.0,0.0179234351962804,3840.0,983040.0,924.0,236544.0
ME-DOL-ZO,5,0.016,True,1176.0,301056.0,0.015803474932909,3840.0,983040.0,1176.0,301056.0
ME-DOL-ZO,5,0.015,True,1272.0,325632.0,0.0149109782651066,3840.0,983040.0,1272.0,325632.0
ME-DOL-ZO,5,0.014,True,2556.0,654336.0,0.013972851447761,3840.0,983040.0,2556.0,654336.0
ME-DOL-ZO,5,0.013,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.0095,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.009,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.008,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.007,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.006,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.005,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.004,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.003,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,5,0.002,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.2,True,168.0,43008.0,0.1950588524341583,3840.0,983040.0,168.0,43008.0
ME-DOL-ZO,6,0.18,True,192.0,49152.0,0.1799224615097046,3840.0,983040.0,192.0,49152.0
ME-DOL-ZO,6,0.16,True,228.0,58368.0,0.1553031355142593,3840.0,983040.0,228.0,58368.0
ME-DOL-ZO,6,0.14,True,264.0,67584.0,0.1355581730604171,3840.0,983040.0,264.0,67584.0
ME-DOL-ZO,6,0.12,True,300.0,76800.0,0.1184719577431678,3840.0,983040.0,300.0,76800.0
ME-DOL-ZO,6,0.1,True,348.0,89088.0,0.0990461483597755,3840.0,983040.0,348.0,89088.0
ME-DOL-ZO,6,0.09,True,372.0,95232.0,0.089618407189846,3840.0,983040.0,372.0,95232.0
ME-DOL-ZO,6,0.08,True,408.0,104448.0,0.0770429298281669,3840.0,983040.0,408.0,104448.0
ME-DOL-ZO,6,0.07,True,432.0,110592.0,0.0696296095848083,3840.0,983040.0,432.0,110592.0
ME-DOL-ZO,6,0.06,True,468.0,119808.0,0.0577135346829891,3840.0,983040.0,468.0,119808.0
ME-DOL-ZO,6,0.05,True,516.0,132096.0,0.049461904913187,3840.0,983040.0,516.0,132096.0
ME-DOL-ZO,6,0.04,True,588.0,150528.0,0.0388520546257495,3840.0,983040.0,588.0,150528.0
ME-DOL-ZO,6,0.03,True,660.0,168960.0,0.0290195792913436,3840.0,983040.0,660.0,168960.0
ME-DOL-ZO,6,0.025,True,732.0,187392.0,0.0243062451481819,3840.0,983040.0,732.0,187392.0
ME-DOL-ZO,6,0.02,True,792.0,202752.0,0.0190927945077419,3840.0,983040.0,792.0,202752.0
ME-DOL-ZO,6,0.018,True,852.0,218112.0,0.0178943462669849,3840.0,983040.0,852.0,218112.0
ME-DOL-ZO,6,0.016,True,960.0,245760.0,0.0159069150686264,3840.0,983040.0,960.0,245760.0
ME-DOL-ZO,6,0.015,True,1416.0,362496.0,0.0148717621341347,3840.0,983040.0,1416.0,362496.0
ME-DOL-ZO,6,0.014,True,2532.0,648192.0,0.0139572359621524,3840.0,983040.0,2532.0,648192.0
ME-DOL-ZO,6,0.013,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.0095,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.009,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.008,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.007,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.006,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.005,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.004,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.003,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,6,0.002,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.2,True,156.0,39936.0,0.1969115883111953,3840.0,983040.0,156.0,39936.0
ME-DOL-ZO,7,0.18,True,192.0,49152.0,0.1737938374280929,3840.0,983040.0,192.0,49152.0
ME-DOL-ZO,7,0.16,True,216.0,55296.0,0.1580732613801956,3840.0,983040.0,216.0,55296.0
ME-DOL-ZO,7,0.14,True,252.0,64512.0,0.1348911970853805,3840.0,983040.0,252.0,64512.0
ME-DOL-ZO,7,0.12,True,288.0,73728.0,0.1169030293822288,3840.0,983040.0,288.0,73728.0
ME-DOL-ZO,7,0.1,True,336.0,86016.0,0.0954747051000595,3840.0,983040.0,336.0,86016.0
ME-DOL-ZO,7,0.09,True,360.0,92160.0,0.0862004682421684,3840.0,983040.0,360.0,92160.0
ME-DOL-ZO,7,0.08,True,384.0,98304.0,0.0776435434818267,3840.0,983040.0,384.0,98304.0
ME-DOL-ZO,7,0.07,True,408.0,104448.0,0.0698688551783561,3840.0,983040.0,408.0,104448.0
ME-DOL-ZO,7,0.06,True,456.0,116736.0,0.0575058944523334,3840.0,983040.0,456.0,116736.0
ME-DOL-ZO,7,0.05,True,492.0,125952.0,0.0483906641602516,3840.0,983040.0,492.0,125952.0
ME-DOL-ZO,7,0.04,True,540.0,138240.0,0.0393226481974124,3840.0,983040.0,540.0,138240.0
ME-DOL-ZO,7,0.03,True,600.0,153600.0,0.029181133955717,3840.0,983040.0,600.0,153600.0
ME-DOL-ZO,7,0.025,True,660.0,168960.0,0.0249128956347703,3840.0,983040.0,660.0,168960.0
ME-DOL-ZO,7,0.02,True,804.0,205824.0,0.0195624399930238,3840.0,983040.0,804.0,205824.0
ME-DOL-ZO,7,0.018,True,852.0,218112.0,0.0179817173629999,3840.0,983040.0,852.0,218112.0
ME-DOL-ZO,7,0.016,True,924.0,236544.0,0.0159441828727722,3840.0,983040.0,924.0,236544.0
ME-DOL-ZO,7,0.015,True,1032.0,264192.0,0.0148840714246034,3840.0,983040.0,1032.0,264192.0
ME-DOL-ZO,7,0.014,True,1140.0,291840.0,0.0139514980837702,3840.0,983040.0,1140.0,291840.0
ME-DOL-ZO,7,0.013,True,3780.0,967680.0,0.0127971125766634,3840.0,983040.0,3780.0,967680.0
ME-DOL-ZO,7,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.0095,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.009,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.008,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.007,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.006,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.005,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.004,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.003,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,7,0.002,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,8,0.2,True,168.0,43008.0,0.1988782286643982,3840.0,983040.0,168.0,43008.0
ME-DOL-ZO,8,0.18,True,204.0,52224.0,0.1749710291624069,3840.0,983040.0,204.0,52224.0
ME-DOL-ZO,8,0.16,True,228.0,58368.0,0.1585839390754699,3840.0,983040.0,228.0,58368.0
ME-DOL-ZO,8,0.14,True,264.0,67584.0,0.1331740915775299,3840.0,983040.0,264.0,67584.0
ME-DOL-ZO,8,0.12,True,288.0,73728.0,0.1199045330286026,3840.0,983040.0,288.0,73728.0
ME-DOL-ZO,8,0.1,True,336.0,86016.0,0.0947558805346489,3840.0,983040.0,336.0,86016.0
ME-DOL-ZO,8,0.09,True,348.0,89088.0,0.0896730944514274,3840.0,983040.0,348.0,89088.0
ME-DOL-ZO,8,0.08,True,372.0,95232.0,0.0786752253770828,3840.0,983040.0,372.0,95232.0
ME-DOL-ZO,8,0.07,True,408.0,104448.0,0.0676198601722717,3840.0,983040.0,408.0,104448.0
ME-DOL-ZO,8,0.06,True,444.0,113664.0,0.0585019551217556,3840.0,983040.0,444.0,113664.0
ME-DOL-ZO,8,0.05,True,492.0,125952.0,0.0499758385121822,3840.0,983040.0,492.0,125952.0
ME-DOL-ZO,8,0.04,True,540.0,138240.0,0.0396542027592659,3840.0,983040.0,540.0,138240.0
ME-DOL-ZO,8,0.03,True,636.0,162816.0,0.0295883826911449,3840.0,983040.0,636.0,162816.0
ME-DOL-ZO,8,0.025,True,672.0,172032.0,0.0245469119399786,3840.0,983040.0,672.0,172032.0
ME-DOL-ZO,8,0.02,True,744.0,190464.0,0.0198563821613788,3840.0,983040.0,744.0,190464.0
ME-DOL-ZO,8,0.018,True,780.0,199680.0,0.0173353217542171,3840.0,983040.0,780.0,199680.0
ME-DOL-ZO,8,0.016,True,804.0,205824.0,0.0158731509000062,3840.0,983040.0,804.0,205824.0
ME-DOL-ZO,8,0.015,True,1200.0,307200.0,0.014566158875823,3840.0,983040.0,1200.0,307200.0
ME-DOL-ZO,8,0.014,True,1308.0,334848.0,0.0136958425864577,3840.0,983040.0,1308.0,334848.0
ME-DOL-ZO,8,0.013,True,1524.0,390144.0,0.0126547999680042,3840.0,983040.0,1524.0,390144.0
ME-DOL-ZO,8,0.012,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,8,0.0115,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,8,0.011,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,8,0.01075,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,8,0.0105,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,8,0.01025,False,,,,3840.0,983040.0,3840.0,983040.0
ME-DOL-ZO,8,0.01,False,,,,3840.0,983040.0,3840.0,983040.0
