method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,small_batch,large_batch,restart_period,restart_mixing_rounds,candidate_id,candidate_parameters,batch_size,epoch_length,domain_radius,theory_multiplier
DGFM+,DGFM+,288,288,8,x_bar,32.56466197967529,100,100100,200100,1225827990,szo,150528,150528,18816,"[18816, 18816, 18816, 18816, 18816, 18816, 18816, 18816]",57344,588,588,0.7316754460334778,0.0105445589870214,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,37.92519950866699,100,100100,200100,1225827990,szo,175616,175616,21952,"[21952, 21952, 21952, 21952, 21952, 21952, 21952, 21952]",65536,686,686,0.7317147850990295,0.0114146135747432,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,43.27777409553528,100,100100,200100,1225827990,szo,200704,200704,25088,"[25088, 25088, 25088, 25088, 25088, 25088, 25088, 25088]",73728,784,784,0.7317028045654297,0.0107185347005724,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,48.67459487915039,100,100100,200100,1225827990,szo,225792,225792,28224,"[28224, 28224, 28224, 28224, 28224, 28224, 28224, 28224]",81920,882,882,0.7317337989807129,0.0103908330202102,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,54.05969858169556,100,100100,200100,1225827990,szo,250880,250880,31360,"[31360, 31360, 31360, 31360, 31360, 31360, 31360, 31360]",90112,980,980,0.7317385673522949,0.0103982612490654,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2888867855072021,101,100101,200101,845318908,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,4,4,0.7267057299613953,0.0103715909644961,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.472922086715698,101,100101,200101,845318908,szo,25088,25088,3136,"[3136, 3136, 3136, 3136, 3136, 3136, 3136, 3136]",16384,98,98,0.7267866730690002,0.0101780593395233,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,10.85079312324524,101,100101,200101,845318908,szo,50176,50176,6272,"[6272, 6272, 6272, 6272, 6272, 6272, 6272, 6272]",24576,196,196,0.7268276810646057,0.0112808514386415,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,16.29009771347046,101,100101,200101,845318908,szo,75264,75264,9408,"[9408, 9408, 9408, 9408, 9408, 9408, 9408, 9408]",32768,294,294,0.7268435955047607,0.0118855889886617,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,21.672423601150516,101,100101,200101,845318908,szo,100352,100352,12544,"[12544, 12544, 12544, 12544, 12544, 12544, 12544, 12544]",40960,392,392,0.7268738150596619,0.011808562092483,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,27.07648706436157,101,100101,200101,845318908,szo,125440,125440,15680,"[15680, 15680, 15680, 15680, 15680, 15680, 15680, 15680]",49152,490,490,0.7268832325935364,0.0108252884820103,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,32.43223762512207,101,100101,200101,845318908,szo,150528,150528,18816,"[18816, 18816, 18816, 18816, 18816, 18816, 18816, 18816]",57344,588,588,0.726879358291626,0.0123837608844041,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,37.8604199886322,101,100101,200101,845318908,szo,175616,175616,21952,"[21952, 21952, 21952, 21952, 21952, 21952, 21952, 21952]",65536,686,686,0.7268919944763184,0.0110390977934002,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,43.40291738510132,101,100101,200101,845318908,szo,200704,200704,25088,"[25088, 25088, 25088, 25088, 25088, 25088, 25088, 25088]",73728,784,784,0.7269099950790405,0.0112617276608943,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,48.75040936470032,101,100101,200101,845318908,szo,225792,225792,28224,"[28224, 28224, 28224, 28224, 28224, 28224, 28224, 28224]",81920,882,882,0.7269247770309448,0.011430119164288,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,54.09002614021301,101,100101,200101,845318908,szo,250880,250880,31360,"[31360, 31360, 31360, 31360, 31360, 31360, 31360, 31360]",90112,980,980,0.7269229888916016,0.0106370104476809,0.1,0.001,16.0,64.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2972581386566162,100,100100,200100,1225827990,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.7314557433128357,0.0098437778651714,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.74665093421936,100,100100,200100,1225827990,szo,25600,25600,3200,"[3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200]",16384,96,96,0.7315212488174438,0.0113429361954331,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,11.297860383987429,100,100100,200100,1225827990,szo,51200,51200,6400,"[6400, 6400, 6400, 6400, 6400, 6400, 6400, 6400]",24576,192,192,0.7315481305122375,0.0108961025252938,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,16.78731870651245,100,100100,200100,1225827990,szo,76800,76800,9600,"[9600, 9600, 9600, 9600, 9600, 9600, 9600, 9600]",32768,288,288,0.7315659523010254,0.0099807251244783,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.38458752632141,100,100100,200100,1225827990,szo,102400,102400,12800,"[12800, 12800, 12800, 12800, 12800, 12800, 12800, 12800]",40960,384,384,0.7315952181816101,0.0110246399417519,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,28.10760498046875,100,100100,200100,1225827990,szo,128000,128000,16000,"[16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000]",49152,480,480,0.7316073775291443,0.0105656795203685,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,33.7454035282135,100,100100,200100,1225827990,szo,153600,153600,19200,"[19200, 19200, 19200, 19200, 19200, 19200, 19200, 19200]",57344,576,576,0.731620728969574,0.0102775627747178,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,39.24540829658508,100,100100,200100,1225827990,szo,179200,179200,22400,"[22400, 22400, 22400, 22400, 22400, 22400, 22400, 22400]",65536,672,672,0.731650173664093,0.0111488914117217,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,44.72681879997253,100,100100,200100,1225827990,szo,204800,204800,25600,"[25600, 25600, 25600, 25600, 25600, 25600, 25600, 25600]",73728,768,768,0.7316602468490601,0.0106618870049715,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,50.37180805206299,100,100100,200100,1225827990,szo,230400,230400,28800,"[28800, 28800, 28800, 28800, 28800, 28800, 28800, 28800]",81920,864,864,0.7316690683364868,0.0102876871824264,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,55.8816990852356,100,100100,200100,1225827990,szo,256000,256000,32000,"[32000, 32000, 32000, 32000, 32000, 32000, 32000, 32000]",90112,960,960,0.7316810488700867,0.0103833125904202,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2767608165740967,101,100101,200101,845318908,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.7267057299613953,0.0103715909644961,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.550429105758667,101,100101,200101,845318908,szo,25600,25600,3200,"[3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200]",16384,96,96,0.7267658114433289,0.0101841278374195,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,11.06661891937256,101,100101,200101,845318908,szo,51200,51200,6400,"[6400, 6400, 6400, 6400, 6400, 6400, 6400, 6400]",24576,192,192,0.7267819046974182,0.0112004969269037,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,16.553588390350342,101,100101,200101,845318908,szo,76800,76800,9600,"[9600, 9600, 9600, 9600, 9600, 9600, 9600, 9600]",32768,288,288,0.726796567440033,0.0118527580052614,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.154788970947266,101,100101,200101,845318908,szo,102400,102400,12800,"[12800, 12800, 12800, 12800, 12800, 12800, 12800, 12800]",40960,384,384,0.7268168926239014,0.0115396538749337,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,27.71302628517151,101,100101,200101,845318908,szo,128000,128000,16000,"[16000, 16000, 16000, 16000, 16000, 16000, 16000, 16000]",49152,480,480,0.7268298864364624,0.0107603427022695,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,33.17075490951538,101,100101,200101,845318908,szo,153600,153600,19200,"[19200, 19200, 19200, 19200, 19200, 19200, 19200, 19200]",57344,576,576,0.7268336415290833,0.0122667392715811,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,38.67937612533569,101,100101,200101,845318908,szo,179200,179200,22400,"[22400, 22400, 22400, 22400, 22400, 22400, 22400, 22400]",65536,672,672,0.7268351912498474,0.0107294470071792,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,44.14993500709534,101,100101,200101,845318908,szo,204800,204800,25600,"[25600, 25600, 25600, 25600, 25600, 25600, 25600, 25600]",73728,768,768,0.7268440127372742,0.010946799069643,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,49.678717613220215,101,100101,200101,845318908,szo,230400,230400,28800,"[28800, 28800, 28800, 28800, 28800, 28800, 28800, 28800]",81920,864,864,0.7268572449684143,0.0114714242517948,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,55.15936875343323,101,100101,200101,845318908,szo,256000,256000,32000,"[32000, 32000, 32000, 32000, 32000, 32000, 32000, 32000]",90112,960,960,0.7268749475479126,0.0102747287601232,0.1,0.001,16.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-16,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.4872519969940185,100,100100,200100,1225827990,szo,2048,2048,256,"[256, 256, 256, 256, 256, 256, 256, 256]",8192,2,2,0.7314548492431641,0.0098370676860213,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.678742408752441,100,100100,200100,1225827990,szo,26112,26112,3264,"[3264, 3264, 3264, 3264, 3264, 3264, 3264, 3264]",16384,96,96,0.7315122485160828,0.0113088767975568,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,11.23761534690857,100,100100,200100,1225827990,szo,52224,52224,6528,"[6528, 6528, 6528, 6528, 6528, 6528, 6528, 6528]",24576,192,192,0.7315447330474854,0.0109032820910215,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,16.827598094940186,100,100100,200100,1225827990,szo,78336,78336,9792,"[9792, 9792, 9792, 9792, 9792, 9792, 9792, 9792]",32768,288,288,0.7315587997436523,0.0100561212748289,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.412918090820312,100,100100,200100,1225827990,szo,104448,104448,13056,"[13056, 13056, 13056, 13056, 13056, 13056, 13056, 13056]",40960,384,384,0.731586754322052,0.01089190505445,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,28.00338339805603,100,100100,200100,1225827990,szo,130560,130560,16320,"[16320, 16320, 16320, 16320, 16320, 16320, 16320, 16320]",49152,480,480,0.7315859794616699,0.0104950563982129,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,33.65663933753967,100,100100,200100,1225827990,szo,156672,156672,19584,"[19584, 19584, 19584, 19584, 19584, 19584, 19584, 19584]",57344,576,576,0.7315932512283325,0.0102112274616956,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,39.384225845336914,100,100100,200100,1225827990,szo,182784,182784,22848,"[22848, 22848, 22848, 22848, 22848, 22848, 22848, 22848]",65536,672,672,0.7316142320632935,0.0110866017639637,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,45.07253456115723,100,100100,200100,1225827990,szo,208896,208896,26112,"[26112, 26112, 26112, 26112, 26112, 26112, 26112, 26112]",73728,768,768,0.7316187024116516,0.0107357697561383,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,50.73478436470032,100,100100,200100,1225827990,szo,235008,235008,29376,"[29376, 29376, 29376, 29376, 29376, 29376, 29376, 29376]",81920,864,864,0.7316092252731323,0.0102043719962239,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,56.3926420211792,100,100100,200100,1225827990,szo,261120,261120,32640,"[32640, 32640, 32640, 32640, 32640, 32640, 32640, 32640]",90112,960,960,0.7316038012504578,0.0097790407016873,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.4958024024963379,101,100101,200101,845318908,szo,2048,2048,256,"[256, 256, 256, 256, 256, 256, 256, 256]",8192,2,2,0.7267054319381714,0.0103661585599184,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.726475477218628,101,100101,200101,845318908,szo,26112,26112,3264,"[3264, 3264, 3264, 3264, 3264, 3264, 3264, 3264]",16384,96,96,0.7267735600471497,0.0102050211280584,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,11.483407974243164,101,100101,200101,845318908,szo,52224,52224,6528,"[6528, 6528, 6528, 6528, 6528, 6528, 6528, 6528]",24576,192,192,0.726800799369812,0.0113387461751699,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,17.223557710647583,101,100101,200101,845318908,szo,78336,78336,9792,"[9792, 9792, 9792, 9792, 9792, 9792, 9792, 9792]",32768,288,288,0.726800799369812,0.0119199063628911,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.83836793899536,101,100101,200101,845318908,szo,104448,104448,13056,"[13056, 13056, 13056, 13056, 13056, 13056, 13056, 13056]",40960,384,384,0.7268205285072327,0.0117256632074713,0.1,0.001,16.0,128.0,48.0,1.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-1__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 1, ""restart_period"": 48, ""small_batch"": 16}",,,,
