method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,batch_size,candidate_id,candidate_parameters
DGFM,DGFM,48,48,8,x_bar,0.36429882049560547,101,100101,200101,1563543781,szo,768,768,96,"[96, 96, 96, 96, 96, 96, 96, 96]",16384,96,96,0.7268028855323792,0.01023738645017147,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,96,96,8,x_bar,0.6755423545837402,101,100101,200101,1563543781,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",24576,192,192,0.7268645167350769,0.011552747339010239,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,144,144,8,x_bar,0.9799275398254395,101,100101,200101,1563543781,szo,2304,2304,288,"[288, 288, 288, 288, 288, 288, 288, 288]",32768,288,288,0.7268999218940735,0.012141386047005653,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,192,192,8,x_bar,1.28379225730896,101,100101,200101,1563543781,szo,3072,3072,384,"[384, 384, 384, 384, 384, 384, 384, 384]",40960,384,384,0.7269303798675537,0.011743606999516487,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,240,240,8,x_bar,1.5801341533660889,101,100101,200101,1563543781,szo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",49152,480,480,0.7269612550735474,0.011246796697378159,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,288,288,8,x_bar,1.878495216369629,101,100101,200101,1563543781,szo,4608,4608,576,"[576, 576, 576, 576, 576, 576, 576, 576]",57344,576,576,0.7269790172576904,0.01256458181887865,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,336,336,8,x_bar,2.1783859729766846,101,100101,200101,1563543781,szo,5376,5376,672,"[672, 672, 672, 672, 672, 672, 672, 672]",65536,672,672,0.7269989848136902,0.011156887747347355,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,384,384,8,x_bar,2.4628727436065674,101,100101,200101,1563543781,szo,6144,6144,768,"[768, 768, 768, 768, 768, 768, 768, 768]",73728,768,768,0.7270016670227051,0.011799654923379421,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,432,432,8,x_bar,2.7488176822662354,101,100101,200101,1563543781,szo,6912,6912,864,"[864, 864, 864, 864, 864, 864, 864, 864]",81920,864,864,0.7270195484161377,0.012326792813837528,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
DGFM,DGFM,480,480,8,x_bar,3.039987564086914,101,100101,200101,1563543781,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,960,960,0.7270129919052124,0.011023862287402153,0.1,0.001,1,DGFM__eta-0p001,"{""eta"": 0.001}"
