method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,batch_size,candidate_id,candidate_parameters
DGFM,DGFM,48,48,8,x_bar,0.35152363777160645,101,100101,200101,1563543781,szo,768,768,96,"[96, 96, 96, 96, 96, 96, 96, 96]",16384,96,96,0.7296719551086426,0.013728655874729156,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,96,96,8,x_bar,0.6381008625030518,101,100101,200101,1563543781,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",24576,192,192,0.7313029170036316,0.014119193889200687,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,144,144,8,x_bar,0.9246296882629395,101,100101,200101,1563543781,szo,2304,2304,288,"[288, 288, 288, 288, 288, 288, 288, 288]",32768,288,288,0.7320972681045532,0.014019540511071682,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,192,192,8,x_bar,1.2170064449310303,101,100101,200101,1563543781,szo,3072,3072,384,"[384, 384, 384, 384, 384, 384, 384, 384]",40960,384,384,0.7328745722770691,0.01501280628144741,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,240,240,8,x_bar,1.5082721710205078,101,100101,200101,1563543781,szo,3840,3840,480,"[480, 480, 480, 480, 480, 480, 480, 480]",49152,480,480,0.7339157462120056,0.014897818677127361,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,288,288,8,x_bar,1.7948262691497803,101,100101,200101,1563543781,szo,4608,4608,576,"[576, 576, 576, 576, 576, 576, 576, 576]",57344,576,576,0.7341223359107971,0.014809373766183853,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,336,336,8,x_bar,2.089287757873535,101,100101,200101,1563543781,szo,5376,5376,672,"[672, 672, 672, 672, 672, 672, 672, 672]",65536,672,672,0.7351406216621399,0.014348332770168781,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,384,384,8,x_bar,2.384040594100952,101,100101,200101,1563543781,szo,6144,6144,768,"[768, 768, 768, 768, 768, 768, 768, 768]",73728,768,768,0.7348084449768066,0.014551487751305103,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,432,432,8,x_bar,2.6801059246063232,101,100101,200101,1563543781,szo,6912,6912,864,"[864, 864, 864, 864, 864, 864, 864, 864]",81920,864,864,0.7355576753616333,0.015108696185052395,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
DGFM,DGFM,480,480,8,x_bar,2.978879928588867,101,100101,200101,1563543781,szo,7680,7680,960,"[960, 960, 960, 960, 960, 960, 960, 960]",90112,960,960,0.7356497645378113,0.014798912219703197,0.1,0.03,1,DGFM__eta-0p03,"{""eta"": 0.03}"
