method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,small_batch,large_batch,restart_period,restart_mixing_rounds
DGFM+,DGFM+,480,480,8,x_bar,28.636730194091797,3,100003,200003,410831931,szo,130560,130560,16320,"[16320, 16320, 16320, 16320, 16320, 16320, 16320, 16320]",90112,960,960,0.7297929525375366,0.010643593966960907,0.1,0.001,8,64,48,1
DGFM+,DGFM+,528,528,8,x_bar,31.680661916732788,3,100003,200003,410831931,szo,143616,143616,17952,"[17952, 17952, 17952, 17952, 17952, 17952, 17952, 17952]",98304,1056,1056,0.7298101186752319,0.010340960696339607,0.1,0.001,8,64,48,1
DGFM+,DGFM+,576,576,8,x_bar,34.548731327056885,3,100003,200003,410831931,szo,156672,156672,19584,"[19584, 19584, 19584, 19584, 19584, 19584, 19584, 19584]",106496,1152,1152,0.7297972440719604,0.009981687180697918,0.1,0.001,8,64,48,1
DGFM+,DGFM+,624,624,8,x_bar,37.4167103767395,3,100003,200003,410831931,szo,169728,169728,21216,"[21216, 21216, 21216, 21216, 21216, 21216, 21216, 21216]",114688,1248,1248,0.7298345565795898,0.011426957324147224,0.1,0.001,8,64,48,1
DGFM+,DGFM+,672,672,8,x_bar,40.32854700088501,3,100003,200003,410831931,szo,182784,182784,22848,"[22848, 22848, 22848, 22848, 22848, 22848, 22848, 22848]",122880,1344,1344,0.7298213243484497,0.010775641538202763,0.1,0.001,8,64,48,1
DGFM+,DGFM+,720,720,8,x_bar,43.178584814071655,3,100003,200003,410831931,szo,195840,195840,24480,"[24480, 24480, 24480, 24480, 24480, 24480, 24480, 24480]",131072,1440,1440,0.7298442125320435,0.010042527690529823,0.1,0.001,8,64,48,1
DGFM+,DGFM+,768,768,8,x_bar,46.101953983306885,3,100003,200003,410831931,szo,208896,208896,26112,"[26112, 26112, 26112, 26112, 26112, 26112, 26112, 26112]",139264,1536,1536,0.7298591136932373,0.010176238603889942,0.1,0.001,8,64,48,1
DGFM+,DGFM+,816,816,8,x_bar,48.964805364608765,3,100003,200003,410831931,szo,221952,221952,27744,"[27744, 27744, 27744, 27744, 27744, 27744, 27744, 27744]",147456,1632,1632,0.7298670411109924,0.01090247742831707,0.1,0.001,8,64,48,1
DGFM+,DGFM+,864,864,8,x_bar,51.86021852493286,3,100003,200003,410831931,szo,235008,235008,29376,"[29376, 29376, 29376, 29376, 29376, 29376, 29376, 29376]",155648,1728,1728,0.7298840284347534,0.011007308028638363,0.1,0.001,8,64,48,1
DGFM+,DGFM+,912,912,8,x_bar,54.75685453414917,3,100003,200003,410831931,szo,248064,248064,31008,"[31008, 31008, 31008, 31008, 31008, 31008, 31008, 31008]",163840,1824,1824,0.7299081087112427,0.011048279702663422,0.1,0.001,8,64,48,1
DGFM+,DGFM+,960,960,8,x_bar,57.5986065864563,3,100003,200003,410831931,szo,261120,261120,32640,"[32640, 32640, 32640, 32640, 32640, 32640, 32640, 32640]",172032,1920,1920,0.7298964262008667,0.010332045145332813,0.1,0.001,8,64,48,1
