sequence,runtime_task_id,phase,include_in_summary,repeat,runtime_config_id,runtime_config_sha256,method,epsilons,rounds,worker_count,benchmark_seed,attempts_this_invocation,failure_attempt_count,output_root,estimated_end_to_end_seconds,status,task_status,error_type,message,task_key,partial_path,partial_sha256,checkpoint_count,training_time,communication_time,evaluation_time,end_to_end_time,final_depth,final_total_work,final_per_worker_work,timing_invariants
60,runtime-task-437d7da30e90b8a0,measured,True,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,4,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m4/repeat_1,52.485059362083334,complete,completed,,,ME-DOL-FO__m4__seed0__cfg747043314492,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m4/repeat_1/partials/ME-DOL-FO__m4__seed0__cfg747043314492.json,dc66e546af334d66293034cbb4945f347e0e044926262b2f1d28c437bd0a7efa,41,30.4020444303751,3.069656655192375,1.6786385029554367,36.28441569209099,1920,7680,1920,True
61,runtime-task-9ca00a9494185f1c,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,4,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m4/repeat_1,12.280558663458322,complete,completed,,,NOG-FO__m4__seed0__cfgc4670ab88b9d,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m4/repeat_1/partials/NOG-FO__m4__seed0__cfgc4670ab88b9d.json,3b8835573341f7c19dc55b656a5b7a6a106821a61166b83b47bb1241ed56034b,21,18.77779385447502,1.7688737958669662,0.7934256047010422,23.76801446080208,962,246272,61568,True
62,runtime-task-7067bc912ab53380,measured,True,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,4,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m4/repeat_1,10.389777542326968,complete,completed,,,NOG-FO__m4__seed0__cfgc1a204308c8d,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m4/repeat_1/partials/NOG-FO__m4__seed0__cfgc1a204308c8d.json,92ed7748b881ca959240b8ea677dbdee07744ed9e439989bdfc9b99304631857,21,22.408825173974037,2.275852859020233,0.8012341409921646,27.34946022927761,962,492544,123136,True
63,runtime-task-11efaffd41aae50d,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,4,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m4/repeat_1,10.440563722192671,complete,completed,,,NOG-FO__m4__seed0__cfg33e46ea4b343,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m4/repeat_1/partials/NOG-FO__m4__seed0__cfg33e46ea4b343.json,c69548cab98960a52a9dbe6491d86e5c32f975e1ab1eb8280be755856dc7c3c3,21,21.893626049160957,2.3079570531845093,0.7986255288124084,26.863049894571304,962,492544,123136,True
64,runtime-task-5b8288f0f8ad47c3,measured,True,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,2,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m2/repeat_1,6.576258786031693,complete,completed,,,NOG-FO__m2__seed0__cfgb38c7f5f2b76,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m2/repeat_1/partials/NOG-FO__m2__seed0__cfgb38c7f5f2b76.json,90b36fa281a2ab5ec7603ed2d5d67a204b0edf7dd2b4663f54a7f7e9c7882edc,21,17.751022830605507,0.9965903759002686,0.781829908490181,22.48639003932476,962,492544,246272,True
65,runtime-task-ae11c43bb74a33b9,measured,True,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,2,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m2/repeat_1,31.637289846273568,complete,completed,,,ME-DOL-FO__m2__seed0__cfg3161212e46b4,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m2/repeat_1/partials/ME-DOL-FO__m2__seed0__cfg3161212e46b4.json,905553c644e90f751a6f12b7c762026656871c023b6f35de16b1eae477740b76,41,24.120694547891617,1.3811006993055344,1.6073380410671234,29.72813668847084,1920,3840,1920,True
66,runtime-task-256e77f0f06de99b,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,2,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m2/repeat_1,6.608404138537096,complete,completed,,,NOG-FO__m2__seed0__cfg79e66cf251d1,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m2/repeat_1/partials/NOG-FO__m2__seed0__cfg79e66cf251d1.json,9ac3e5e7e8322e7ca14c98ed930b3d8d5f136dcef18cf1c2678f7ba13bb88266,21,17.874343007802963,1.0635553747415543,0.7922527194023132,22.656256571412086,962,492544,246272,True
67,runtime-task-ad50c44006c2548e,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,2,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m2/repeat_1,7.773037630395482,complete,completed,,,NOG-FO__m2__seed0__cfgaa6a34cd21f4,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m2/repeat_1/partials/NOG-FO__m2__seed0__cfgaa6a34cd21f4.json,6f1351e2ea966d617ee39f7e8a1964826fd8d977d21d9e3319b6fdca082bd123,21,15.730183064937592,0.7969577312469482,0.8379175961017609,20.523642256855965,962,246272,123136,True
68,runtime-task-a3a08ab0e3d75b97,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,1,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m1/repeat_1,8.139583611646337,complete,completed,,,NOG-FO__m1__seed0__cfgf27ee24c0928,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m1/repeat_1/partials/NOG-FO__m1__seed0__cfgf27ee24c0928.json,e07610ccf34894ee91e3e6df403f1c8de8407b00679b91859157ec0306123c89,21,12.478577211499214,0.11950293183326721,0.8208758533000946,16.158193722367287,962,492544,492544,True
69,runtime-task-df9931b419391c4c,measured,True,1,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,1,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m1/repeat_1,9.574064839666917,complete,completed,,,NOG-FO__m1__seed0__cfg32af75985913,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m1/repeat_1/partials/NOG-FO__m1__seed0__cfg32af75985913.json,f453543d2e244e551cae0be996a3338c2565bbd68a3555d822872922c555098a,21,10.306334376335144,0.11632758378982544,0.7841539978981018,14.034083217382431,962,246272,246272,True
70,runtime-task-330ec0bde3afa010,measured,True,1,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,1,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m1/repeat_1,26.86363700723633,complete,completed,,,ME-DOL-FO__m1__seed0__cfg18ea654a9312,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m1/repeat_1/partials/ME-DOL-FO__m1__seed0__cfg18ea654a9312.json,7f0d5fcbc721c79d676c576d55aee1479e09610b08a82cf8ce7df7aa4ad8a00e,41,16.655969187617302,0.22379833459854126,1.5631043612957,21.150362819433212,1920,1920,1920,True
71,runtime-task-10144f0563c31e8b,measured,True,1,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,1,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m1/repeat_1,8.099990121454393,complete,completed,,,NOG-FO__m1__seed0__cfg4689cc6245a9,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m1/repeat_1/partials/NOG-FO__m1__seed0__cfg4689cc6245a9.json,1f9c391e87cd03773081aae58ae1687e998989b60b4ec617f4f64fafda3bc146,21,12.753330916166306,0.11968976259231567,0.7566409409046173,16.430874675512314,962,492544,492544,True
72,runtime-task-0b8c7939b3d8119f,measured,True,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,1,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m1/repeat_2,8.099990121454393,complete,completed,,,NOG-FO__m1__seed0__cfg4689cc6245a9,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m1/repeat_2/partials/NOG-FO__m1__seed0__cfg4689cc6245a9.json,0f766bd7c1b21780e194d4ffd81d7e2f40527adb14ba6839929ad18840c588c5,21,12.380782678723335,0.11507813632488251,0.8035412728786469,16.13258709013462,962,492544,492544,True
73,runtime-task-7062c3e1caf11180,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,1,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m1/repeat_2,8.139583611646337,complete,completed,,,NOG-FO__m1__seed0__cfgf27ee24c0928,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m1/repeat_2/partials/NOG-FO__m1__seed0__cfgf27ee24c0928.json,5a2b5b4fe1b234faff01faf69e81989f1b0692a6686001e13a175d0f3daa35b6,21,12.60102592408657,0.12174816429615021,0.8113620579242706,16.331035688519478,962,492544,492544,True
74,runtime-task-baf83c68b83c598a,measured,True,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,1,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m1/repeat_2,26.86363700723633,complete,completed,,,ME-DOL-FO__m1__seed0__cfg18ea654a9312,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m1/repeat_2/partials/ME-DOL-FO__m1__seed0__cfg18ea654a9312.json,ec3630b46728f5c286432b85fb10ddea0e2661e0c5eff9d5e2adeedc3f588190,41,17.225471153855324,0.22318649291992188,1.5907289236783981,21.76975344121456,1920,1920,1920,True
75,runtime-task-59b455595b1e722a,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,1,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m1/repeat_2,9.574064839666917,complete,completed,,,NOG-FO__m1__seed0__cfg32af75985913,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m1/repeat_2/partials/NOG-FO__m1__seed0__cfg32af75985913.json,d8f931eccf09920cdd388ec2e86c91a7321c86bed79176e9db601b9fa27e8a86,21,10.45216603577137,0.10930469632148743,0.7870483100414276,14.279414549469948,962,246272,246272,True
76,runtime-task-f53861448cf2f958,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,2,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m2/repeat_2,6.608404138537096,complete,completed,,,NOG-FO__m2__seed0__cfg79e66cf251d1,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m2/repeat_2/partials/NOG-FO__m2__seed0__cfg79e66cf251d1.json,119ac0b2204922eb8fa900e4481789734ea802126c641870c9e342eb0a0a7f3b,21,17.680266976356506,0.9533010721206665,0.7741898894309998,21.421791717410088,962,492544,246272,True
77,runtime-task-275f43c81992d3ac,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,2,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m2/repeat_2,7.773037630395482,complete,completed,,,NOG-FO__m2__seed0__cfgaa6a34cd21f4,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m2/repeat_2/partials/NOG-FO__m2__seed0__cfgaa6a34cd21f4.json,501121355031e65d64643eb0352a60bad26e6c27ffc225c0932c40e740772177,21,15.291927292943,0.8909172117710114,0.8442811220884323,20.22580648958683,962,246272,123136,True
78,runtime-task-d9b0c47c4ab611c3,measured,True,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,2,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m2/repeat_2,6.576258786031693,complete,completed,,,NOG-FO__m2__seed0__cfgb38c7f5f2b76,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m2/repeat_2/partials/NOG-FO__m2__seed0__cfgb38c7f5f2b76.json,5bb4e22e824001f2caa0221b06d169c021d71cb2c7bec9641756720976f14c3c,21,17.617354661226273,1.0239625424146652,0.7960768640041351,21.426732897758484,962,492544,246272,True
79,runtime-task-14a32ac82c589485,measured,True,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,2,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m2/repeat_2,31.637289846273568,complete,completed,,,ME-DOL-FO__m2__seed0__cfg3161212e46b4,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m2/repeat_2/partials/ME-DOL-FO__m2__seed0__cfg3161212e46b4.json,0cdceb5f34ba488553cc66a50ce734c2ba9688abab70ef64904db151ae394af2,41,28.650084421038628,1.40749953687191,1.6770906150341034,34.39700862765312,1920,3840,1920,True
80,runtime-task-b87103f073d59343,measured,True,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,4,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m4/repeat_2,52.485059362083334,complete,completed,,,ME-DOL-FO__m4__seed0__cfg747043314492,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m4/repeat_2/partials/ME-DOL-FO__m4__seed0__cfg747043314492.json,cb6695371921bb52dd55d85a111d795c38e916a0a2d78d007144b53e4db5f419,41,59.975331246852875,3.201583221554756,1.7877110689878464,66.08424654603004,1920,7680,1920,True
81,runtime-task-4f5c3ff4d4521556,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,4,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m4/repeat_2,12.280558663458322,complete,completed,,,NOG-FO__m4__seed0__cfgc4670ab88b9d,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m4/repeat_2/partials/NOG-FO__m4__seed0__cfgc4670ab88b9d.json,14f86ae79a8f21645ec6ff33bbcc660b32ea4a1617aeb02169e91ad1ee15acc1,21,31.79708917438984,1.8489549607038498,0.9103734493255615,36.0243419110775,962,246272,61568,True
82,runtime-task-ab0b4a9253361d32,measured,True,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,4,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m4/repeat_2,10.389777542326968,complete,completed,,,NOG-FO__m4__seed0__cfgc1a204308c8d,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m4/repeat_2/partials/NOG-FO__m4__seed0__cfgc1a204308c8d.json,e95f26da8b677f134d5949cbf42ca4326aeef9fafb15847b7e60983535ad3bcf,21,43.99673420190811,2.3295224756002426,0.9181663542985916,49.1142822355032,962,492544,123136,True
83,runtime-task-5c204e3b6ac03cf4,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,4,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m4/repeat_2,10.440563722192671,complete,completed,,,NOG-FO__m4__seed0__cfg33e46ea4b343,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m4/repeat_2/partials/NOG-FO__m4__seed0__cfg33e46ea4b343.json,c6695aa39eb652434ae3acefb149a81c97c58f57e0fe0c42ed3836afb7c38d8f,21,33.777085080742836,2.2171239405870438,0.881879448890686,38.93319834768772,962,492544,123136,True
84,runtime-task-6bc9f74b87919a6e,measured,True,2,NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca,cbb2f9ab5aca574d777e6b91f4aae7c52b6c9f4beb94f9e2cf0221357263bac6,NOG-FO,[0.008],960,8,0,1,0,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m8/repeat_2,37.15227957069874,complete,completed,,,NOG-FO__m8__seed0__cfg4b14ba9de9af,raw/NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-cbb2f9ab5aca/m8/repeat_2/partials/NOG-FO__m8__seed0__cfg4b14ba9de9af.json,4aa255c722f70ac8a9fe3c8719b7e05f309c2a18a7255841b85be4ac42658b17,21,34.490672171115875,3.6990758180618286,0.823717787861824,39.60335050523281,962,492544,61568,True
85,runtime-task-c7cd5bae1a2a5540,measured,True,2,ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027,f1b9b7cb1027e18aecc1ecc0fe8db15c145d7bfdd48f4ec26ae8f9eb6fa83dcf,ME-DOL-FO,"[0.01, 0.009, 0.008]",1920,8,0,1,0,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m8/repeat_2,71.45611056685448,complete,completed,,,ME-DOL-FO__m8__seed0__cfg3fa34f3b3e48,raw/ME-DOL-FO__epoch_length-12__theory_multiplier-10p0__rounds-1920__runtime-f1b9b7cb1027/m8/repeat_2/partials/ME-DOL-FO__m8__seed0__cfg3fa34f3b3e48.json,e4b51cca64b63c5dd9a66220c093364e62312833bb2c19a7b354fd9cf7b601b4,41,54.09659779071808,5.404190301895142,1.6989363431930542,59.6000185161829,1920,15360,1920,True
86,runtime-task-10c50542676dac1d,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,8,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m8/repeat_2,37.33388330042362,complete,completed,,,NOG-FO__m8__seed0__cfgad0036b15e95,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m8/repeat_2/partials/NOG-FO__m8__seed0__cfgad0036b15e95.json,c9d121af7b312f36991ee46a85144a4ee956dadf78e157ccb083d6c05742a3a4,21,32.05340349674225,3.8521082252264023,0.8108078688383102,36.31111818552017,962,492544,61568,True
87,runtime-task-838c8c9b1391fdd7,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,8,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m8/repeat_2,43.91342806816101,complete,completed,,,NOG-FO__m8__seed0__cfgab6a16924b88,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m8/repeat_2/partials/NOG-FO__m8__seed0__cfgab6a16924b88.json,91cef57cff1f918d83c69f3afb45b3b3050cc474a1165074dacc271d968f638b,21,28.315039470791817,3.3115025013685226,0.8454528003931046,33.5549153983593,962,246272,30784,True
88,runtime-task-01f9aeaaef024dac,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf,bf7a41c99cdff9dc05372fd89ceba2242211ac772f73009094f567360213c603,NOG-FO,[0.01],960,16,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m16/repeat_2,36.867074512320755,complete,completed,,,NOG-FO__m16__seed0__cfg93567d390bb8,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-8__rounds-960__runtime-bf7a41c99cdf/m16/repeat_2/partials/NOG-FO__m16__seed0__cfg93567d390bb8.json,484b945f59a020cded7c49e308e3e65654e4400d1f65b155fe1e41db946c2bfe,21,53.08787702023983,6.068108886480331,0.8528267294168472,58.71836172044277,962,492544,30784,True
89,runtime-task-e7fa05a57e44f67f,measured,True,2,NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71,be6f4a373a71cb85cf3f7213b99a7ee0df3a5c384116c5681967d168f6971d81,NOG-FO,[0.009],960,16,0,1,0,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m16/repeat_2,43.36435113520483,complete,completed,,,NOG-FO__m16__seed0__cfg72d4cf89383a,raw/NOG-FO__M-4__data_B_total-64__eta-1p0__smooth_B-4__rounds-960__runtime-be6f4a373a71/m16/repeat_2/partials/NOG-FO__m16__seed0__cfg72d4cf89383a.json,58eeb1d39ffa910f15f49c8cd8e199cd44d51cdcd70fd60e03c4b24e30faea98,21,51.961151003837585,5.796380504965782,0.867466002702713,57.96902199089527,962,246272,15392,True
