candidate_id,method,epsilon,num_seeds,hit_count,hit_rate,full_hit,median_final_stat_proxy,parameters,median_depth,median_total_work,median_per_worker_work,median_training_time,pareto_frontier,selected,selection_status
NOG-FO__M-8__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.009,3,3,1.0,True,0.008061197586357594,"{""M"": 8, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",58,7424,928,1.8029249012470245,False,False,full-hit
NOG-FO__M-8__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.008,3,3,1.0,True,0.008061197586357594,"{""M"": 8, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",202,25856,3232,5.831426337361336,False,False,full-hit
NOG-FO__M-8__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,3,2,0.6666666666666666,False,0.008061197586357594,"{""M"": 8, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",154.0,19712.0,2464.0,4.58061321079731,False,False,full-hit
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.011,3,3,1.0,True,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",10,1280,160,0.49594374001026154,False,False,full-hit
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.01,3,3,1.0,True,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",58,7424,928,1.7739740312099457,False,False,full-hit
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.009,3,3,1.0,True,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",58,7424,928,1.7939480543136597,True,True,full-hit
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.008,3,3,1.0,True,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",106,13568,1696,3.2479174584150314,True,True,full-hit
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.0075,3,3,1.0,True,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",202,25856,3232,5.578219443559647,True,True,full-hit
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.011,3,3,1.0,True,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",14,1792,224,0.5884601473808289,False,False,full-hit
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.01,3,3,1.0,True,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",62,7936,992,1.8375254571437836,False,False,full-hit
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.009,3,3,1.0,True,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",62,7936,992,1.9088460505008698,False,False,full-hit
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.008,3,3,1.0,True,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",110,14080,1760,3.289196103811264,False,False,full-hit
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,3,3,1.0,True,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}",206,26368,3296,6.1842426508665085,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.011,3,3,1.0,True,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}",18,2304,288,0.7406548410654068,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.01,3,3,1.0,True,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}",18,2304,288,0.774265319108963,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.009,3,3,1.0,True,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}",114,14592,1824,3.388613224029541,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.008,3,2,0.6666666666666666,False,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}",738.0,94464.0,11808.0,20.73876953125,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.0075,3,0,0.0,False,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}",inf,inf,inf,inf,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.011,3,3,1.0,True,0.007796476129442453,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}",18,2304,288,0.7393057495355606,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.01,3,3,1.0,True,0.007796476129442453,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}",18,2304,288,0.7678169310092926,True,True,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.009,3,3,1.0,True,0.007796476129442453,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}",66,8448,1056,2.062222346663475,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.008,3,3,1.0,True,0.007796476129442453,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}",114,14592,1824,3.4515697211027145,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.0075,3,3,1.0,True,0.007796476129442453,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}",210,26880,3360,6.1277124136686325,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.011,3,3,1.0,True,0.007484057452529669,"{""M"": 16, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",18,2304,288,0.7685658633708954,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.01,3,3,1.0,True,0.007484057452529669,"{""M"": 16, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",66,8448,1056,2.0592205077409744,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.009,3,3,1.0,True,0.007484057452529669,"{""M"": 16, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",66,8448,1056,2.0592205077409744,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.008,3,3,1.0,True,0.007484057452529669,"{""M"": 16, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",162,20736,2592,5.27382954955101,False,False,full-hit
NOG-FO__M-16__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.0075,3,3,1.0,True,0.007484057452529669,"{""M"": 16, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}",306,39168,4896,9.449903145432472,False,False,full-hit
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.011,3,3,1.0,True,0.007900403812527657,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",6,48,6,0.40870365500450134,True,True,full-hit
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.01,3,3,1.0,True,0.007900403812527657,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",150,1200,150,4.552848726511002,True,False,full-hit
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.009,3,3,1.0,True,0.007900403812527657,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",486,3888,486,13.58172157406807,False,False,full-hit
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.008,3,3,1.0,True,0.007900403812527657,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1398,11184,1398,38.13634712994099,False,False,full-hit
ME-DOL-FO__epoch_length-6__theory_multiplier-10p0,ME-DOL-FO,0.0075,3,1,0.3333333333333333,False,0.007900403812527657,"{""epoch_length"": 6, ""theory_multiplier"": 10.0}",1446,11568,1446,39.50593948364258,False,False,pilot-infeasible-censored
ME-DOL-FO__epoch_length-12__theory_multiplier-10p0,ME-DOL-FO,0.011,3,3,1.0,True,0.007865018211305141,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",12,96,12,0.5359008461236954,False,False,full-hit
ME-DOL-FO__epoch_length-12__theory_multiplier-10p0,ME-DOL-FO,0.01,3,3,1.0,True,0.007865018211305141,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",156,1248,156,4.380163982510567,True,True,full-hit
ME-DOL-FO__epoch_length-12__theory_multiplier-10p0,ME-DOL-FO,0.009,3,3,1.0,True,0.007865018211305141,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",444,3552,444,12.013572052121162,True,True,full-hit
ME-DOL-FO__epoch_length-12__theory_multiplier-10p0,ME-DOL-FO,0.008,3,3,1.0,True,0.007865018211305141,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",1212,9696,1212,34.772057846188545,True,True,full-hit
ME-DOL-FO__epoch_length-12__theory_multiplier-10p0,ME-DOL-FO,0.0075,3,0,0.0,False,0.007865018211305141,"{""epoch_length"": 12, ""theory_multiplier"": 10.0}",inf,inf,inf,inf,False,False,pilot-infeasible-censored
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0,ME-DOL-FO,0.011,3,3,1.0,True,0.007710829842835665,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",24,192,24,0.8475817143917084,False,False,full-hit
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0,ME-DOL-FO,0.01,3,3,1.0,True,0.007710829842835665,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",168,1344,168,7.2137612998485565,False,False,full-hit
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0,ME-DOL-FO,0.009,3,3,1.0,True,0.007710829842835665,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",600,4800,600,17.13447842001915,False,False,full-hit
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0,ME-DOL-FO,0.008,3,3,1.0,True,0.007710829842835665,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1416,11328,1416,45.51984044909477,False,False,full-hit
ME-DOL-FO__epoch_length-24__theory_multiplier-10p0,ME-DOL-FO,0.0075,3,1,0.3333333333333333,False,0.007710829842835665,"{""epoch_length"": 24, ""theory_multiplier"": 10.0}",1512,12096,1512,46.36491721868515,False,True,pilot-infeasible-censored
