candidate_id,method,epsilon,formal_seed,hit,censored,first_hit_iteration,first_hit_depth,first_hit_total_work,first_hit_per_worker_work,first_hit_training_time,first_hit_stat_proxy,final_iteration,final_depth,final_total_work,final_stat_proxy,parameters
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.009,101,True,False,56,58,7424,928,1.7739740312099457,0.008853643201291561,1920,1922,246016,0.007809511385858059,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.009,102,True,False,56,58,7424,928,1.823231816291809,0.008338798768818378,1920,1922,246016,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.008,100,True,False,104,106,13568,1696,2.9976158887147903,0.007932542823255062,1920,1922,246016,0.007007886189967394,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.008,101,True,False,200,202,25856,3232,5.69607537984848,0.007996193133294582,1920,1922,246016,0.007809511385858059,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.008,102,True,False,104,106,13568,1696,3.2479174584150314,0.007410330232232809,1920,1922,246016,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.0075,100,True,False,200,202,25856,3232,5.578219443559647,0.007116141729056835,1920,1922,246016,0.007007886189967394,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.0075,101,True,False,392,394,50432,6304,10.787559911608696,0.007460311520844698,1920,1922,246016,0.007809511385858059,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-8__data_B_total-64__eta-1p0__smooth_B-2,NOG-FO,0.0075,102,True,False,104,106,13568,1696,3.2479174584150314,0.007410330232232809,1920,1922,246016,0.007803330197930336,"{""M"": 8, ""data_B_total"": 64, ""eta"": 1.0, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.011,100,True,False,12,14,1792,224,0.6060834228992462,0.00980046670883894,1920,1922,246016,0.007102344185113907,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.011,101,True,False,12,14,1792,224,0.5801691710948944,0.010248853825032711,1920,1922,246016,0.007680839858949184,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.011,102,True,False,12,14,1792,224,0.5884601473808289,0.010044395923614502,1920,1922,246016,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.01,100,True,False,12,14,1792,224,0.6060834228992462,0.00980046670883894,1920,1922,246016,0.007102344185113907,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.01,101,True,False,60,62,7936,992,1.8375254571437836,0.008882313035428524,1920,1922,246016,0.007680839858949184,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.01,102,True,False,60,62,7936,992,1.9868952929973602,0.008431053720414639,1920,1922,246016,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.009,100,True,False,60,62,7936,992,1.9088460505008698,0.008501963689923286,1920,1922,246016,0.007102344185113907,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.009,101,True,False,60,62,7936,992,1.8375254571437836,0.008882313035428524,1920,1922,246016,0.007680839858949184,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.009,102,True,False,60,62,7936,992,1.9868952929973602,0.008431053720414639,1920,1922,246016,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.008,100,True,False,108,110,14080,1760,3.289196103811264,0.007972445338964462,1920,1922,246016,0.007102344185113907,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.008,101,True,False,204,206,26368,3296,5.608489692211151,0.007961872033774853,1920,1922,246016,0.007680839858949184,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.008,102,True,False,108,110,14080,1760,3.2879100143909454,0.007468242198228836,1920,1922,246016,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,100,True,False,204,206,26368,3296,6.1842426508665085,0.007086196914315224,1920,1922,246016,0.007102344185113907,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,101,True,False,396,398,50944,6368,10.99046577513218,0.007445339113473892,1920,1922,246016,0.007680839858949184,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-12__data_B_total-64__eta-0p3__smooth_B-2,NOG-FO,0.0075,102,True,False,108,110,14080,1760,3.2879100143909454,0.007468242198228836,1920,1922,246016,0.007567852735519409,"{""M"": 12, ""data_B_total"": 64, ""eta"": 0.3, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.011,100,True,False,16,18,2304,288,0.6970001012086868,0.00973917543888092,1920,1922,246016,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.011,101,True,False,16,18,2304,288,0.7406548410654068,0.010150755755603313,1920,1922,246016,0.007413454819470644,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.011,102,True,False,16,18,2304,288,0.774265319108963,0.009862405247986317,1920,1922,246016,0.0095809455960989,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.01,100,True,False,16,18,2304,288,0.6970001012086868,0.00973917543888092,1920,1922,246016,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.01,101,True,False,64,66,8448,1056,2.0911533385515213,0.009002596139907837,1920,1922,246016,0.007413454819470644,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.01,102,True,False,16,18,2304,288,0.774265319108963,0.009862405247986317,1920,1922,246016,0.0095809455960989,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.009,100,True,False,112,114,14592,1824,3.388613224029541,0.008830416016280651,1920,1922,246016,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.009,101,True,False,400,402,51456,6432,11.466559380292892,0.008168736472725868,1920,1922,246016,0.007413454819470644,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.009,102,True,False,64,66,8448,1056,2.2573638558387756,0.008377579972147942,1920,1922,246016,0.0095809455960989,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
