method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker,comparison_method,dataset_key,ablation_stage,ablation_method
NOG-ZO-NONOPT,NOG-nonopt,961,961,961.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.3200218677520752,4.549370527267456,720,100720,200720,611614606,szo,123264,123264,15408,"[15408, 15408, 15408, 15408, 15408, 15408, 15408, 15408]",90112,963,963,0.6936449408531189,0.3626776337623596,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1057,1057,1057.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2756515741348269,4.991103410720825,720,100720,200720,611614606,szo,135552,135552,16944,"[16944, 16944, 16944, 16944, 16944, 16944, 16944, 16944]",98304,1059,1059,0.6622611880302429,0.3626776337623596,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1153,1153,1153.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.441008448600769,5.437875509262085,720,100720,200720,611614606,szo,147840,147840,18480,"[18480, 18480, 18480, 18480, 18480, 18480, 18480, 18480]",106496,1155,1155,0.6313413381576538,0.3626776337623596,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1249,1249,1249.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.289232611656189,5.87853741645813,720,100720,200720,611614606,szo,160128,160128,20016,"[20016, 20016, 20016, 20016, 20016, 20016, 20016, 20016]",114688,1251,1251,0.6004794239997864,0.3626776337623596,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1345,1345,1345.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.5965417623519895,6.323429107666016,720,100720,200720,611614606,szo,172416,172416,21552,"[21552, 21552, 21552, 21552, 21552, 21552, 21552, 21552]",122880,1347,1347,0.5696744322776794,0.3626776337623596,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1441,1441,1441.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.562652826309204,6.765620470046997,720,100720,200720,611614606,szo,184704,184704,23088,"[23088, 23088, 23088, 23088, 23088, 23088, 23088, 23088]",131072,1443,1443,0.5393784642219543,0.338674932718277,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1537,1537,1537.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.4459987878799438,7.208091020584106,720,100720,200720,611614606,szo,196992,196992,24624,"[24624, 24624, 24624, 24624, 24624, 24624, 24624, 24624]",139264,1539,1539,0.5133654475212097,0.2638961970806122,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1633,1633,1633.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0322418212890625,7.65070366859436,720,100720,200720,611614606,szo,209280,209280,26160,"[26160, 26160, 26160, 26160, 26160, 26160, 26160, 26160]",147456,1635,1635,0.4965364933013916,0.1594135612249374,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1729,1729,1729.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0661836862564087,8.090009927749634,720,100720,200720,611614606,szo,221568,221568,27696,"[27696, 27696, 27696, 27696, 27696, 27696, 27696, 27696]",155648,1731,1731,0.4872846603393554,0.0855469405651092,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1825,1825,1825.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.7850134968757629,8.533494472503662,720,100720,200720,611614606,szo,233856,233856,29232,"[29232, 29232, 29232, 29232, 29232, 29232, 29232, 29232]",163840,1827,1827,0.4832201898097992,0.0498215667903423,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1921,1921,1921.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9229437112808228,8.97982931137085,720,100720,200720,611614606,szo,246144,246144,30768,"[30768, 30768, 30768, 30768, 30768, 30768, 30768, 30768]",172032,1923,1923,0.481295108795166,0.0518737733364105,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2017,2017,2017.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8248177170753479,9.422095775604248,720,100720,200720,611614606,szo,258432,258432,32304,"[32304, 32304, 32304, 32304, 32304, 32304, 32304, 32304]",180224,2019,2019,0.4789471328258514,0.0477118603885173,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2113,2113,2113.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.231600046157837,9.863613843917848,720,100720,200720,611614606,szo,270720,270720,33840,"[33840, 33840, 33840, 33840, 33840, 33840, 33840, 33840]",188416,2115,2115,0.4763330817222595,0.0400115884840488,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2209,2209,2209.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9409828186035156,10.306086540222168,720,100720,200720,611614606,szo,283008,283008,35376,"[35376, 35376, 35376, 35376, 35376, 35376, 35376, 35376]",196608,2211,2211,0.4742369055747986,0.0365298464894294,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2305,2305,2305.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9717987179756165,10.748699188232422,720,100720,200720,611614606,szo,295296,295296,36912,"[36912, 36912, 36912, 36912, 36912, 36912, 36912, 36912]",204800,2307,2307,0.4727498888969421,0.0390329360961914,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2401,2401,2401.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9694788455963136,11.190475702285768,720,100720,200720,611614606,szo,307584,307584,38448,"[38448, 38448, 38448, 38448, 38448, 38448, 38448, 38448]",212992,2403,2403,0.4712139070034027,0.0365061461925506,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2497,2497,2497.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8699453473091125,11.631964683532717,720,100720,200720,611614606,szo,319872,319872,39984,"[39984, 39984, 39984, 39984, 39984, 39984, 39984, 39984]",221184,2499,2499,0.469636470079422,0.0317414514720439,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2593,2593,2593.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8354271650314331,12.073525428771973,720,100720,200720,611614606,szo,332160,332160,41520,"[41520, 41520, 41520, 41520, 41520, 41520, 41520, 41520]",229376,2595,2595,0.4683682322502136,0.0357292555272579,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2689,2689,2689.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8878930807113647,12.515358448028564,720,100720,200720,611614606,szo,344448,344448,43056,"[43056, 43056, 43056, 43056, 43056, 43056, 43056, 43056]",237568,2691,2691,0.4668900370597839,0.0364399664103984,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2785,2785,2785.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.84775710105896,12.967010736465454,720,100720,200720,611614606,szo,356736,356736,44592,"[44592, 44592, 44592, 44592, 44592, 44592, 44592, 44592]",245760,2787,2787,0.4651181995868683,0.0299593992531299,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2881,2881,2881.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9453595876693726,13.405110120773315,720,100720,200720,611614606,szo,369024,369024,46128,"[46128, 46128, 46128, 46128, 46128, 46128, 46128, 46128]",253952,2883,2883,0.4637690782546997,0.0302356742322444,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2977,2977,2977.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9984931349754332,13.845679998397827,720,100720,200720,611614606,szo,381312,381312,47664,"[47664, 47664, 47664, 47664, 47664, 47664, 47664, 47664]",262144,2979,2979,0.4623462259769439,0.0304168593138456,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3073,3073,3073.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9846758842468262,14.29342532157898,720,100720,200720,611614606,szo,393600,393600,49200,"[49200, 49200, 49200, 49200, 49200, 49200, 49200, 49200]",270336,3075,3075,0.4611570239067077,0.0325203239917755,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3169,3169,3169.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8340742588043213,14.746649265289308,720,100720,200720,611614606,szo,405888,405888,50736,"[50736, 50736, 50736, 50736, 50736, 50736, 50736, 50736]",278528,3171,3171,0.4600228071212768,0.0350118465721607,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3265,3265,3265.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2106752395629885,15.18791127204895,720,100720,200720,611614606,szo,418176,418176,52272,"[52272, 52272, 52272, 52272, 52272, 52272, 52272, 52272]",286720,3267,3267,0.4586351215839386,0.0299084819853305,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3361,3361,3361.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9824053645133972,15.630310773849487,720,100720,200720,611614606,szo,430464,430464,53808,"[53808, 53808, 53808, 53808, 53808, 53808, 53808, 53808]",294912,3363,3363,0.4571830034255981,0.0285228099673986,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3457,3457,3457.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9367266297340392,16.075530767440796,720,100720,200720,611614606,szo,442752,442752,55344,"[55344, 55344, 55344, 55344, 55344, 55344, 55344, 55344]",303104,3459,3459,0.455738753080368,0.0267231557518243,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3553,3553,3553.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8516238927841187,16.519174337387085,720,100720,200720,611614606,szo,455040,455040,56880,"[56880, 56880, 56880, 56880, 56880, 56880, 56880, 56880]",311296,3555,3555,0.4545310139656067,0.0270398035645484,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3649,3649,3649.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.935681402683258,16.962103605270386,720,100720,200720,611614606,szo,467328,467328,58416,"[58416, 58416, 58416, 58416, 58416, 58416, 58416, 58416]",319488,3651,3651,0.4533648788928985,0.0277162976562976,0.002,0.7591904401779175,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3745,3745,3745.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.849433422088623,17.40639019012451,720,100720,200720,611614606,szo,479616,479616,59952,"[59952, 59952, 59952, 59952, 59952, 59952, 59952, 59952]",327680,3747,3747,0.4520917236804962,0.0261542331427335,0.002,0.7592518925666809,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3841,3841,3841.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.7304369807243347,17.848304748535156,720,100720,200720,611614606,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",335872,3843,3843,0.4508828222751617,0.0256781950592994,0.002,0.7592518925666809,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3937,3937,3937.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8367490768432617,18.31624484062195,720,100720,200720,611614606,szo,504192,504192,63024,"[63024, 63024, 63024, 63024, 63024, 63024, 63024, 63024]",344064,3939,3939,0.4497612416744232,0.025277841836214,0.002,0.7592518925666809,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4033,4033,4033.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8846806287765503,18.765570878982544,720,100720,200720,611614606,szo,516480,516480,64560,"[64560, 64560, 64560, 64560, 64560, 64560, 64560, 64560]",352256,4035,4035,0.448967844247818,0.0284419152885675,0.002,0.7596204280853271,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4129,4129,4129.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0845489501953125,19.219098567962646,720,100720,200720,611614606,szo,528768,528768,66096,"[66096, 66096, 66096, 66096, 66096, 66096, 66096, 66096]",360448,4131,4131,0.4481168389320373,0.0303609427064657,0.002,0.7598968148231506,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4225,4225,4225.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0323420763015747,19.668943405151367,720,100720,200720,611614606,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",368640,4227,4227,0.4471952617168426,0.0283392034471035,0.002,0.7603574991226196,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4321,4321,4321.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.977479875087738,20.118608236312863,720,100720,200720,611614606,szo,553344,553344,69168,"[69168, 69168, 69168, 69168, 69168, 69168, 69168, 69168]",376832,4323,4323,0.4462451338768005,0.0263360571116209,0.002,0.760848879814148,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4417,4417,4417.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1038899421691897,20.568044662475582,720,100720,200720,611614606,szo,565632,565632,70704,"[70704, 70704, 70704, 70704, 70704, 70704, 70704, 70704]",385024,4419,4419,0.4452763199806213,0.024464838206768,0.002,0.7612174153327942,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4513,4513,4513.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0575169324874878,21.017332553863525,720,100720,200720,611614606,szo,577920,577920,72240,"[72240, 72240, 72240, 72240, 72240, 72240, 72240, 72240]",393216,4515,4515,0.4443585574626922,0.026233097538352,0.002,0.7613402605056763,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4609,4609,4609.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.03045392036438,21.48039150238037,720,100720,200720,611614606,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",401408,4611,4611,0.4436815083026886,0.0296381879597902,0.002,0.7616780996322632,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4705,4705,4705.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.5351966619491577,21.936705112457275,720,100720,200720,611614606,szo,602496,602496,75312,"[75312, 75312, 75312, 75312, 75312, 75312, 75312, 75312]",409600,4707,4707,0.4431877434253692,0.0323591157793998,0.002,0.7619544863700867,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4801,4801,4801.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0041240453720093,22.38778591156006,720,100720,200720,611614606,szo,614784,614784,76848,"[76848, 76848, 76848, 76848, 76848, 76848, 76848, 76848]",417792,4803,4803,0.4424930214881897,0.0290247853845357,0.002,0.7633364796638489,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4897,4897,4897.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0610839128494265,22.83701992034912,720,100720,200720,611614606,szo,627072,627072,78384,"[78384, 78384, 78384, 78384, 78384, 78384, 78384, 78384]",425984,4899,4899,0.4414887726306915,0.0246194191277027,0.002,0.7661619782447815,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4993,4993,4993.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.7886779308319092,23.28671932220459,720,100720,200720,611614606,szo,639360,639360,79920,"[79920, 79920, 79920, 79920, 79920, 79920, 79920, 79920]",434176,4995,4995,0.4407634437084198,0.0245318710803985,0.002,0.7678511142730713,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-nonopt,a9a,formal,NOG-ZO-NONOPT
