method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker,comparison_method,dataset_key,ablation_stage,ablation_method
NOG-ZO,NOG,1441,1441,1441.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2448786497116089,6.802073001861572,735,100735,200735,601621919,szo,184704,184704,23088,"[23088, 23088, 23088, 23088, 23088, 23088, 23088, 23088]",131072,1443,1443,0.5468673706054688,0.3445704877376556,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,1537,1537,1537.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1484960317611694,7.241654396057129,735,100735,200735,601621919,szo,196992,196992,24624,"[24624, 24624, 24624, 24624, 24624, 24624, 24624, 24624]",139264,1539,1539,0.5199785828590393,0.2814640700817108,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,1633,1633,1633.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1728622913360596,7.680517196655273,735,100735,200735,601621919,szo,209280,209280,26160,"[26160, 26160, 26160, 26160, 26160, 26160, 26160, 26160]",147456,1635,1635,0.5002315044403076,0.1799495816230774,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,1729,1729,1729.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.7214419841766357,8.12756633758545,735,100735,200735,601621919,szo,221568,221568,27696,"[27696, 27696, 27696, 27696, 27696, 27696, 27696, 27696]",155648,1731,1731,0.4888983964920044,0.0983489677309989,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,1825,1825,1825.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.889743983745575,8.566135168075562,735,100735,200735,601621919,szo,233856,233856,29232,"[29232, 29232, 29232, 29232, 29232, 29232, 29232, 29232]",163840,1827,1827,0.4839884340763092,0.0535905435681343,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,1921,1921,1921.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.922346532344818,9.009790897369385,735,100735,200735,601621919,szo,246144,246144,30768,"[30768, 30768, 30768, 30768, 30768, 30768, 30768, 30768]",172032,1923,1923,0.4816708564758301,0.0545134842395782,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2017,2017,2017.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8628943562507629,9.457949876785278,735,100735,200735,601621919,szo,258432,258432,32304,"[32304, 32304, 32304, 32304, 32304, 32304, 32304, 32304]",180224,2019,2019,0.4797005355358124,0.0602516047656536,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2113,2113,2113.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0489482879638672,9.903342962265016,735,100735,200735,601621919,szo,270720,270720,33840,"[33840, 33840, 33840, 33840, 33840, 33840, 33840, 33840]",188416,2115,2115,0.4771389365196228,0.0563342757523059,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2209,2209,2209.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9588285684585572,10.356566429138184,735,100735,200735,601621919,szo,283008,283008,35376,"[35376, 35376, 35376, 35376, 35376, 35376, 35376, 35376]",196608,2211,2211,0.4744980931282043,0.0440761446952819,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2305,2305,2305.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8528289198875427,10.809072256088257,735,100735,200735,601621919,szo,295296,295296,36912,"[36912, 36912, 36912, 36912, 36912, 36912, 36912, 36912]",204800,2307,2307,0.4722135663032532,0.0353166535496711,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2401,2401,2401.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8332400321960449,11.248228549957275,735,100735,200735,601621919,szo,307584,307584,38448,"[38448, 38448, 38448, 38448, 38448, 38448, 38448, 38448]",212992,2403,2403,0.4706077575683594,0.0337945036590099,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2497,2497,2497.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1335515975952148,11.685338497161863,735,100735,200735,601621919,szo,319872,319872,39984,"[39984, 39984, 39984, 39984, 39984, 39984, 39984, 39984]",221184,2499,2499,0.4692257642745971,0.034120213240385,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2593,2593,2593.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.2022641897201538,12.125226497650146,735,100735,200735,601621919,szo,332160,332160,41520,"[41520, 41520, 41520, 41520, 41520, 41520, 41520, 41520]",229376,2595,2595,0.4677780270576477,0.0311338696628808,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2689,2689,2689.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.346822738647461,12.564868211746216,735,100735,200735,601621919,szo,344448,344448,43056,"[43056, 43056, 43056, 43056, 43056, 43056, 43056, 43056]",237568,2691,2691,0.4663690030574798,0.0296407267451286,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2785,2785,2785.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8279862999916077,13.0035400390625,735,100735,200735,601621919,szo,356736,356736,44592,"[44592, 44592, 44592, 44592, 44592, 44592, 44592, 44592]",245760,2787,2787,0.465200275182724,0.0291807986795902,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2881,2881,2881.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0131491422653198,13.443610668182371,735,100735,200735,601621919,szo,369024,369024,46128,"[46128, 46128, 46128, 46128, 46128, 46128, 46128, 46128]",253952,2883,2883,0.4639172255992889,0.0290991589426994,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,2977,2977,2977.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0214704275131226,13.897364139556885,735,100735,200735,601621919,szo,381312,381312,47664,"[47664, 47664, 47664, 47664, 47664, 47664, 47664, 47664]",262144,2979,2979,0.462472140789032,0.0302513558417558,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3073,3073,3073.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.243358135223389,14.344366312026978,735,100735,200735,601621919,szo,393600,393600,49200,"[49200, 49200, 49200, 49200, 49200, 49200, 49200, 49200]",270336,3075,3075,0.4612243771553039,0.0318800061941146,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3169,3169,3169.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.932884931564331,14.793983697891235,735,100735,200735,601621919,szo,405888,405888,50736,"[50736, 50736, 50736, 50736, 50736, 50736, 50736, 50736]",278528,3171,3171,0.4600506424903869,0.0296244788914918,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3265,3265,3265.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0219141244888306,15.238675117492676,735,100735,200735,601621919,szo,418176,418176,52272,"[52272, 52272, 52272, 52272, 52272, 52272, 52272, 52272]",286720,3267,3267,0.4589509665966034,0.0276822783052921,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3361,3361,3361.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8278177976608276,15.67763066291809,735,100735,200735,601621919,szo,430464,430464,53808,"[53808, 53808, 53808, 53808, 53808, 53808, 53808, 53808]",294912,3363,3363,0.4578121602535248,0.029055805876851,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3457,3457,3457.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8424479961395264,16.119199514389038,735,100735,200735,601621919,szo,442752,442752,55344,"[55344, 55344, 55344, 55344, 55344, 55344, 55344, 55344]",303104,3459,3459,0.4568304121494293,0.0317595303058624,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3553,3553,3553.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9480630159378052,16.558118104934692,735,100735,200735,601621919,szo,455040,455040,56880,"[56880, 56880, 56880, 56880, 56880, 56880, 56880, 56880]",311296,3555,3555,0.4555616676807403,0.0300713405013084,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3649,3649,3649.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9660795331001282,16.99524760246277,735,100735,200735,601621919,szo,467328,467328,58416,"[58416, 58416, 58416, 58416, 58416, 58416, 58416, 58416]",319488,3651,3651,0.4543154835700989,0.0267712250351905,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3745,3745,3745.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1974983215332031,17.431556224822998,735,100735,200735,601621919,szo,479616,479616,59952,"[59952, 59952, 59952, 59952, 59952, 59952, 59952, 59952]",327680,3747,3747,0.4532237648963928,0.0255251806229352,0.002,0.7591904401779175,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3841,3841,3841.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0449577569961548,17.874560117721558,735,100735,200735,601621919,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",335872,3843,3843,0.4520909786224365,0.0261148680001497,0.002,0.7592211365699768,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,3937,3937,3937.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9241272807121276,18.313788652420044,735,100735,200735,601621919,szo,504192,504192,63024,"[63024, 63024, 63024, 63024, 63024, 63024, 63024, 63024]",344064,3939,3939,0.4510040879249573,0.0269589498639106,0.002,0.7592518925666809,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4033,4033,4033.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.847730278968811,18.75551533699036,735,100735,200735,601621919,szo,516480,516480,64560,"[64560, 64560, 64560, 64560, 64560, 64560, 64560, 64560]",352256,4035,4035,0.4499515295028686,0.0278001334518194,0.002,0.7592211365699768,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4129,4129,4129.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.071617841720581,19.192911386489868,735,100735,200735,601621919,szo,528768,528768,66096,"[66096, 66096, 66096, 66096, 66096, 66096, 66096, 66096]",360448,4131,4131,0.449066698551178,0.0306899044662714,0.002,0.7592518925666809,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4225,4225,4225.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.049726128578186,19.630938053131104,735,100735,200735,601621919,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",368640,4227,4227,0.4481179714202881,0.027885191142559,0.002,0.7593439817428589,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4321,4321,4321.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.81423419713974,20.070916652679443,735,100735,200735,601621919,szo,553344,553344,69168,"[69168, 69168, 69168, 69168, 69168, 69168, 69168, 69168]",376832,4323,4323,0.4474370181560516,0.0250484514981508,0.002,0.759589672088623,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4417,4417,4417.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9286103248596193,20.50698590278625,735,100735,200735,601621919,szo,565632,565632,70704,"[70704, 70704, 70704, 70704, 70704, 70704, 70704, 70704]",385024,4419,4419,0.4468139708042145,0.0252693463116884,0.002,0.7600196599960327,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4513,4513,4513.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0110177993774414,20.94543480873108,735,100735,200735,601621919,szo,577920,577920,72240,"[72240, 72240, 72240, 72240, 72240, 72240, 72240, 72240]",393216,4515,4515,0.4457341134548187,0.0246500819921493,0.002,0.7605417370796204,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4609,4609,4609.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.7869454622268677,21.38379716873169,735,100735,200735,601621919,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",401408,4611,4611,0.4446955919265747,0.0251472108066082,0.002,0.7611867189407349,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4705,4705,4705.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8957012891769409,21.826963424682617,735,100735,200735,601621919,szo,602496,602496,75312,"[75312, 75312, 75312, 75312, 75312, 75312, 75312, 75312]",409600,4707,4707,0.443564772605896,0.0251924730837345,0.002,0.7622616291046143,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4801,4801,4801.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.816582202911377,22.2651207447052,735,100735,200735,601621919,szo,614784,614784,76848,"[76848, 76848, 76848, 76848, 76848, 76848, 76848, 76848]",417792,4803,4803,0.4424044191837311,0.0242712497711181,0.002,0.7645342350006104,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4897,4897,4897.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8126503825187683,22.702117681503296,735,100735,200735,601621919,szo,627072,627072,78384,"[78384, 78384, 78384, 78384, 78384, 78384, 78384, 78384]",425984,4899,4899,0.441450297832489,0.0248691644519567,0.002,0.7667762041091919,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,4993,4993,4993.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8896421194076538,23.139922857284542,735,100735,200735,601621919,szo,639360,639360,79920,"[79920, 79920, 79920, 79920, 79920, 79920, 79920, 79920]",434176,4995,4995,0.4402681887149811,0.0243331920355558,0.002,0.7686496376991272,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5089,5089,5089.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.1118239164352417,23.584099769592285,735,100735,200735,601621919,szo,651648,651648,81456,"[81456, 81456, 81456, 81456, 81456, 81456, 81456, 81456]",442368,5091,5091,0.4391723275184631,0.0250986870378255,0.002,0.7692638635635376,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5185,5185,5185.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,1.0608315467834473,24.024851083755493,735,100735,200735,601621919,szo,663936,663936,82992,"[82992, 82992, 82992, 82992, 82992, 82992, 82992, 82992]",450560,5187,5187,0.4384136199951172,0.0276930592954158,0.002,0.7703694701194763,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5281,5281,5281.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8571308851242065,24.4671151638031,735,100735,200735,601621919,szo,676224,676224,84528,"[84528, 84528, 84528, 84528, 84528, 84528, 84528, 84528]",458752,5283,5283,0.4378015995025635,0.0266568716615438,0.002,0.7713829278945923,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5377,5377,5377.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9520711898803712,24.906046867370605,735,100735,200735,601621919,szo,688512,688512,86064,"[86064, 86064, 86064, 86064, 86064, 86064, 86064, 86064]",466944,5379,5379,0.4369394481182098,0.0246300045400857,0.002,0.7731642127037048,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5473,5473,5473.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8753917217254639,25.358193397521973,735,100735,200735,601621919,szo,700800,700800,87600,"[87600, 87600, 87600, 87600, 87600, 87600, 87600, 87600]",475136,5475,5475,0.4361927211284637,0.0244889073073864,0.002,0.7742391228675842,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5569,5569,5569.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.9551512002944946,25.80140590667725,735,100735,200735,601621919,szo,713088,713088,89136,"[89136, 89136, 89136, 89136, 89136, 89136, 89136, 89136]",483328,5571,5571,0.4354069232940674,0.0246456395834684,0.002,0.7755290269851685,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5665,5665,5665.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8956776857376099,26.23985195159912,735,100735,200735,601621919,szo,725376,725376,90672,"[90672, 90672, 90672, 90672, 90672, 90672, 90672, 90672]",491520,5667,5667,0.4344216585159302,0.0254537109285593,0.002,0.7766653299331665,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
NOG-ZO,NOG,5761,5761,5761.0,8,y_bar,0.002,0.002,0.001,1.0,9e-05,0.8869031667709351,26.677042961120605,735,100735,200735,601621919,szo,737664,737664,92208,"[92208, 92208, 92208, 92208, 92208, 92208, 92208, 92208]",499712,5763,5763,0.4336444437503814,0.02942331507802,0.002,0.7770031690597534,,NOG-ZO__M-1__data_B_total-64__eta-9em05__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 9e-05, ""smooth_B"": 1}",7678,983040,a9a,,,,,,,,,,,,current_NOG-opt,a9a,formal,NOG-ZO
