dataset,method,iteration,depth,total_work,epsilon_mean,epsilon_ci_low,epsilon_ci_high,seed_count
synthetic_maxsinl1,current_NOG-opt,94,96,98304,0.2049934208,0.2045338661,0.2054529756,20
synthetic_maxsinl1,current_NOG-opt,98,100,102400,0.2011195533,0.2006754788,0.2015636278,20
synthetic_maxsinl1,current_NOG-opt,102,104,106496,0.1969703048,0.1965661966,0.1973744131,20
synthetic_maxsinl1,current_NOG-opt,106,108,110592,0.1927632138,0.1923852591,0.1931411685,20
synthetic_maxsinl1,current_NOG-opt,110,112,114688,0.1883980609,0.187990261,0.1888058609,20
synthetic_maxsinl1,current_NOG-opt,114,116,118784,0.1838808022,0.1835038554,0.1842577491,20
synthetic_maxsinl1,current_NOG-opt,118,120,122880,0.1793316007,0.1789505553,0.1797126461,20
synthetic_maxsinl1,current_NOG-opt,122,124,126976,0.1745327689,0.1741344791,0.1749310587,20
synthetic_maxsinl1,current_NOG-opt,126,128,131072,0.1697116591,0.1693927302,0.170030588,20
synthetic_maxsinl1,current_NOG-opt,130,132,135168,0.1646577127,0.1642983518,0.1650170736,20
synthetic_maxsinl1,current_NOG-opt,134,136,139264,0.1595355943,0.1591404479,0.1599307407,20
synthetic_maxsinl1,current_NOG-opt,138,140,143360,0.1544716418,0.154094962,0.1548483215,20
synthetic_maxsinl1,current_NOG-opt,142,144,147456,0.1491543829,0.1487163187,0.1495924472,20
synthetic_maxsinl1,current_NOG-opt,146,148,151552,0.1436861426,0.1432484781,0.1441238071,20
synthetic_maxsinl1,current_NOG-opt,150,152,155648,0.1382333308,0.1377462259,0.1387204357,20
synthetic_maxsinl1,current_NOG-opt,154,156,159744,0.1327578232,0.1322401823,0.1332754641,20
synthetic_maxsinl1,current_NOG-opt,158,160,163840,0.127080895,0.126524781,0.127637009,20
synthetic_maxsinl1,current_NOG-opt,162,164,167936,0.1213910885,0.1208154794,0.1219666976,20
synthetic_maxsinl1,current_NOG-opt,166,168,172032,0.1156895503,0.1150588577,0.116320243,20
synthetic_maxsinl1,current_NOG-opt,170,172,176128,0.1098505765,0.1091687489,0.1105324042,20
synthetic_maxsinl1,current_NOG-opt,174,176,180224,0.1039868098,0.1032884206,0.1046851989,20
synthetic_maxsinl1,current_NOG-opt,178,180,184320,0.0979434628,0.09720653042,0.09868039519,20
synthetic_maxsinl1,current_NOG-opt,182,184,188416,0.09195327088,0.0912217424,0.09268479936,20
synthetic_maxsinl1,current_NOG-opt,186,188,192512,0.08612989821,0.0853532119,0.08690658451,20
synthetic_maxsinl1,current_NOG-opt,190,192,196608,0.08031981774,0.07951424968,0.08112538579,20
synthetic_maxsinl1,current_NOG-opt,194,196,200704,0.07425002418,0.07336287714,0.07513717123,20
synthetic_maxsinl1,current_NOG-opt,198,200,204800,0.06816775501,0.06730313291,0.0690323771,20
synthetic_maxsinl1,current_NOG-opt,202,204,208896,0.0624289155,0.06155203691,0.06330579409,20
synthetic_maxsinl1,current_NOG-opt,206,208,212992,0.05648356788,0.05553862666,0.0574285091,20
synthetic_maxsinl1,current_NOG-opt,210,212,217088,0.05066181719,0.04970619102,0.05161744337,20
synthetic_maxsinl1,current_NOG-opt,214,216,221184,0.04498471171,0.04404081103,0.04592861238,20
synthetic_maxsinl1,current_NOG-opt,218,220,225280,0.03925350662,0.0382628573,0.04024415595,20
synthetic_maxsinl1,current_NOG-opt,222,224,229376,0.03387225475,0.03279659521,0.0349479143,20
synthetic_maxsinl1,current_NOG-opt,226,228,233472,0.02861712892,0.02751186529,0.02972239254,20
synthetic_maxsinl1,current_NOG-opt,230,232,237568,0.02370765619,0.0226889282,0.02472638418,20
synthetic_maxsinl1,current_NOG-opt,234,236,241664,0.01948279124,0.01856262286,0.02040295962,20
synthetic_maxsinl1,current_NOG-opt,238,240,245760,0.01615537652,0.01539158539,0.01691916765,20
synthetic_maxsinl1,current_NOG-opt,242,244,249856,0.01440936727,0.01391412826,0.01490460629,20
synthetic_maxsinl1,current_NOG-opt,246,248,253952,0.01458003605,0.01423711864,0.01492295346,20
synthetic_maxsinl1,current_NOG-opt,250,252,258048,0.01650008378,0.01599746374,0.01700270381,20
synthetic_maxsinl1,current_NOG-opt,254,256,262144,0.01956168367,0.01884656083,0.0202768065,20
synthetic_maxsinl1,current_NOG-opt,258,260,266240,0.02316134032,0.02232292752,0.02399975312,20
synthetic_maxsinl1,current_NOG-opt,262,264,270336,0.02698368309,0.02608882378,0.0278785424,20
synthetic_maxsinl1,current_NOG-opt,266,268,274432,0.03078535581,0.02984167369,0.03172903793,20
synthetic_maxsinl1,current_NOG-opt,270,272,278528,0.0344706363,0.03348029986,0.03546097275,20
synthetic_maxsinl1,current_NOG-opt,274,276,282624,0.03799902759,0.03695459419,0.039043461,20
synthetic_maxsinl1,current_NOG-opt,278,280,286720,0.04115458801,0.04002861481,0.04228056122,20
synthetic_maxsinl1,current_NOG-opt,282,284,290816,0.04388117269,0.04272987664,0.04503246874,20
synthetic_maxsinl1,current_NOG-opt,286,288,294912,0.04631889258,0.0451000941,0.04753769105,20
synthetic_maxsinl1,current_NOG-opt,290,292,299008,0.04841380045,0.04713223777,0.04969536313,20
synthetic_maxsinl1,current_NOG-opt,294,296,303104,0.05006934293,0.04872954135,0.0514091445,20
synthetic_maxsinl1,current_NOG-opt,298,300,307200,0.05139207821,0.04997759633,0.0528065601,20
synthetic_maxsinl1,current_NOG-opt,302,304,311296,0.05227257889,0.05078699759,0.05375816019,20
synthetic_maxsinl1,current_NOG-opt,306,308,315392,0.05272259451,0.05116522155,0.05427996748,20
synthetic_maxsinl1,current_NOG-opt,310,312,319488,0.05272834226,0.0510958166,0.05436086793,20
synthetic_maxsinl1,current_NOG-opt,314,316,323584,0.05230684802,0.05060691626,0.05400677978,20
synthetic_maxsinl1,current_NOG-opt,318,320,327680,0.05149922892,0.04974596908,0.05325248877,20
synthetic_maxsinl1,current_NOG-opt,322,324,331776,0.05030527283,0.04851054869,0.05209999696,20
synthetic_maxsinl1,current_NOG-opt,326,328,335872,0.04871698003,0.04686891378,0.05056504628,20
synthetic_maxsinl1,current_NOG-opt,330,332,339968,0.04679276701,0.04489306558,0.04869246844,20
synthetic_maxsinl1,current_NOG-opt,334,336,344064,0.04451430682,0.04265844439,0.04637016925,20
synthetic_maxsinl1,current_NOG-opt,338,340,348160,0.04199742917,0.04015268661,0.04384217173,20
synthetic_maxsinl1,current_NOG-opt,342,344,352256,0.03930985071,0.03750526918,0.04111443224,20
synthetic_maxsinl1,current_NOG-opt,346,348,356352,0.03654393284,0.03481383767,0.038274028,20
synthetic_maxsinl1,current_NOG-opt,350,352,360448,0.03378988355,0.03216361877,0.03541614834,20
synthetic_maxsinl1,current_NOG-opt,354,356,364544,0.03116035443,0.02967710717,0.03264360169,20
synthetic_maxsinl1,current_NOG-opt,358,360,368640,0.0286703567,0.02737950944,0.02996120396,20
synthetic_maxsinl1,current_NOG-opt,362,364,372736,0.02646002378,0.02535745218,0.02756259539,20
synthetic_maxsinl1,current_NOG-opt,366,368,376832,0.02472568965,0.02382938796,0.02562199133,20
synthetic_maxsinl1,current_NOG-opt,370,372,380928,0.02351970337,0.02285507159,0.02418433515,20
synthetic_maxsinl1,current_NOG-opt,374,376,385024,0.02295542173,0.02244528114,0.02346556233,20
synthetic_maxsinl1,current_NOG-opt,378,380,389120,0.02308950434,0.02255063594,0.02362837273,20
synthetic_maxsinl1,current_NOG-opt,382,384,393216,0.02387114847,0.02318304305,0.0245592539,20
synthetic_maxsinl1,current_NOG-opt,386,388,397312,0.02527509611,0.0243988458,0.02615134642,20
synthetic_maxsinl1,current_NOG-opt,390,392,401408,0.02702986766,0.02603057498,0.02802916033,20
synthetic_maxsinl1,current_NOG-opt,394,396,405504,0.029154824,0.02805386853,0.03025577947,20
synthetic_maxsinl1,current_NOG-opt,398,400,409600,0.03135141702,0.03016600686,0.03253682718,20
synthetic_maxsinl1,current_NOG-opt,402,404,413696,0.03359514708,0.0323415629,0.03484873125,20
synthetic_maxsinl1,current_NOG-opt,406,408,417792,0.03582539558,0.03456257379,0.03708821738,20
synthetic_maxsinl1,current_NOG-opt,410,412,421888,0.03791372404,0.03659767941,0.03922976866,20
synthetic_maxsinl1,current_NOG-opt,414,416,425984,0.039837097,0.03845878776,0.04121540625,20
synthetic_maxsinl1,current_NOG-opt,418,420,430080,0.04151636269,0.04008651624,0.04294620914,20
synthetic_maxsinl1,current_NOG-opt,422,424,434176,0.04296585731,0.04146969399,0.04446202063,20
synthetic_maxsinl1,current_NOG-opt,426,428,438272,0.0440626381,0.04250441836,0.04562085784,20
synthetic_maxsinl1,current_NOG-opt,430,432,442368,0.04487646576,0.04322832902,0.0465246025,20
synthetic_maxsinl1,current_NOG-opt,434,436,446464,0.04537600912,0.04366015107,0.04709186717,20
synthetic_maxsinl1,current_NOG-opt,438,440,450560,0.04559557233,0.04379429994,0.04739684472,20
synthetic_maxsinl1,current_NOG-opt,442,444,454656,0.04549084883,0.0436285143,0.04735318337,20
synthetic_maxsinl1,current_NOG-opt,446,448,458752,0.04506896846,0.04314752313,0.04699041379,20
synthetic_maxsinl1,current_NOG-opt,450,452,462848,0.04437867086,0.04239668463,0.0463606571,20
synthetic_maxsinl1,current_NOG-opt,454,456,466944,0.04344101362,0.04141552964,0.0454664976,20
synthetic_maxsinl1,current_NOG-opt,458,460,471040,0.04222716987,0.04017828551,0.04427605424,20
synthetic_maxsinl1,current_NOG-opt,462,464,475136,0.04083458316,0.03877695327,0.04289221304,20
synthetic_maxsinl1,current_NOG-opt,466,468,479232,0.03937350893,0.03734408703,0.04140293084,20
synthetic_maxsinl1,current_NOG-opt,470,472,483328,0.03766653668,0.03571984555,0.03961322781,20
synthetic_maxsinl1,current_NOG-opt,474,476,487424,0.03599354289,0.03412745021,0.03785963558,20
synthetic_maxsinl1,current_NOG-opt,478,480,491520,0.03429413214,0.03256334001,0.03602492427,20
synthetic_maxsinl1,current_NOG-opt,482,484,495616,0.03266099282,0.03111302589,0.03420895974,20
synthetic_maxsinl1,current_NOG-opt,486,488,499712,0.03119264459,0.02982004993,0.03256523925,20
synthetic_maxsinl1,current_NOG-opt,490,492,503808,0.02988537755,0.02872443594,0.03104631916,20
synthetic_maxsinl1,current_NOG-opt,494,496,507904,0.02883134345,0.02786051051,0.02980217639,20
synthetic_maxsinl1,current_NOG-opt,498,500,512000,0.02802048344,0.02720722484,0.02883374205,20
synthetic_maxsinl1,current_NOG-opt,502,504,516096,0.02752320683,0.02678883353,0.02825758013,20
synthetic_maxsinl1,current_NOG-opt,506,508,520192,0.02731541181,0.02656772201,0.02806310161,20
synthetic_maxsinl1,current_NOG-opt,510,512,524288,0.02743823323,0.02663242776,0.02824403871,20
synthetic_maxsinl1,current_NOG-opt,514,516,528384,0.0278540818,0.02697330043,0.02873486317,20
synthetic_maxsinl1,current_NOG-opt,518,520,532480,0.02850943189,0.02756875576,0.02945010802,20
synthetic_maxsinl1,current_NOG-opt,522,524,536576,0.02932875473,0.02835170755,0.03030580192,20
synthetic_maxsinl1,current_NOG-opt,526,528,540672,0.03026210964,0.02926460938,0.03125960989,20
synthetic_maxsinl1,current_NOG-opt,530,532,544768,0.03123775963,0.03022003645,0.0322554828,20
synthetic_maxsinl1,current_NOG-opt,534,536,548864,0.03229647037,0.03126371479,0.03332922594,20
synthetic_maxsinl1,current_NOG-opt,538,540,552960,0.03335286845,0.0322693187,0.03443641819,20
synthetic_maxsinl1,current_NOG-opt,542,544,557056,0.03432957213,0.03319542855,0.03546371572,20
synthetic_maxsinl1,current_NOG-opt,546,548,561152,0.03517914508,0.03397262997,0.03638566018,20
synthetic_maxsinl1,current_NOG-opt,550,552,565248,0.03596004937,0.03467285864,0.0372472401,20
synthetic_maxsinl1,current_NOG-opt,554,556,569344,0.03658411857,0.03524567429,0.03792256285,20
synthetic_maxsinl1,current_NOG-opt,558,560,573440,0.03702285513,0.0356249152,0.03842079506,20
synthetic_maxsinl1,current_NOG-opt,562,564,577536,0.03730412889,0.03585709895,0.03875115883,20
synthetic_maxsinl1,current_NOG-opt,566,568,581632,0.03741694819,0.03592998152,0.03890391487,20
synthetic_maxsinl1,current_NOG-opt,570,572,585728,0.03742425153,0.0358976853,0.03895081776,20
synthetic_maxsinl1,current_NOG-opt,574,576,589824,0.03725170037,0.0357032727,0.03880012804,20
synthetic_maxsinl1,current_NOG-opt,578,580,593920,0.03691749228,0.03536406605,0.03847091851,20
synthetic_maxsinl1,current_NOG-opt,582,584,598016,0.03639424359,0.03486035491,0.03792813228,20
synthetic_maxsinl1,current_NOG-opt,586,588,602112,0.03575663539,0.03424154737,0.0372717234,20
synthetic_maxsinl1,current_NOG-opt,590,592,606208,0.03502334794,0.03355134269,0.03649535319,20
synthetic_maxsinl1,current_NOG-opt,594,596,610304,0.03423277801,0.03278141177,0.03568414425,20
synthetic_maxsinl1,current_NOG-opt,598,600,614400,0.03334196787,0.03195358123,0.03473035452,20
synthetic_maxsinl1,current_NOG-opt,602,604,618496,0.03239863114,0.03106903249,0.0337282298,20
synthetic_maxsinl1,current_NOG-opt,606,608,622592,0.03149994891,0.03022950252,0.0327703953,20
synthetic_maxsinl1,current_NOG-opt,610,612,626688,0.03059202582,0.02941621979,0.03176783184,20
synthetic_maxsinl1,current_NOG-opt,614,616,630784,0.02975877756,0.02869076348,0.03082679164,20
synthetic_maxsinl1,current_NOG-opt,618,620,634880,0.02904090574,0.02807791927,0.03000389221,20
synthetic_maxsinl1,current_NOG-opt,622,624,638976,0.02834482025,0.02752461243,0.02916502808,20
synthetic_maxsinl1,current_NOG-opt,626,628,643072,0.02786087627,0.02714423346,0.02857751907,20
synthetic_maxsinl1,current_NOG-opt,630,632,647168,0.02743687984,0.02681727329,0.02805648638,20
synthetic_maxsinl1,current_NOG-opt,634,636,651264,0.02717200462,0.02659699426,0.02774701497,20
synthetic_maxsinl1,current_NOG-opt,638,640,655360,0.02705074372,0.02644957857,0.02765190886,20
synthetic_maxsinl1,current_NOG-opt,642,644,659456,0.0270732292,0.02638717444,0.02775928395,20
synthetic_maxsinl1,current_NOG-opt,646,648,663552,0.02721794462,0.02644050802,0.02799538122,20
synthetic_maxsinl1,current_NOG-opt,650,652,667648,0.02747887736,0.02659839277,0.02835936195,20
synthetic_maxsinl1,current_NOG-opt,654,656,671744,0.02785685407,0.02687059998,0.02884310816,20
synthetic_maxsinl1,current_NOG-opt,658,660,675840,0.02826886298,0.02719843766,0.0293392883,20
synthetic_maxsinl1,current_NOG-opt,662,664,679936,0.02873489438,0.0275937712,0.02987601755,20
synthetic_maxsinl1,current_NOG-opt,666,668,684032,0.02928024875,0.02806644948,0.03049404802,20
synthetic_maxsinl1,current_NOG-opt,670,672,688128,0.0297884156,0.02851768119,0.03105915001,20
synthetic_maxsinl1,current_NOG-opt,674,676,692224,0.0303162857,0.02899634206,0.03163622933,20
synthetic_maxsinl1,current_NOG-opt,678,680,696320,0.0308087578,0.02943915811,0.0321783575,20
synthetic_maxsinl1,current_NOG-opt,682,684,700416,0.03122994909,0.02980750253,0.03265239565,20
synthetic_maxsinl1,current_NOG-opt,686,688,704512,0.03160866881,0.03012411218,0.03309322544,20
synthetic_maxsinl1,current_NOG-opt,690,692,708608,0.03189270431,0.0303535665,0.03343184212,20
synthetic_maxsinl1,current_NOG-opt,694,696,712704,0.03205418829,0.03046249811,0.03364587847,20
synthetic_maxsinl1,current_NOG-opt,698,700,716800,0.03211531891,0.03048688457,0.03374375324,20
synthetic_maxsinl1,current_NOG-opt,702,704,720896,0.03204434328,0.03037935982,0.03370932674,20
synthetic_maxsinl1,current_NOG-opt,706,708,724992,0.031877953,0.0301959653,0.0335599407,20
synthetic_maxsinl1,current_NOG-opt,710,712,729088,0.03162899604,0.02992669905,0.03333129303,20
synthetic_maxsinl1,current_NOG-opt,714,716,733184,0.03131485488,0.02959928665,0.03303042311,20
synthetic_maxsinl1,current_NOG-opt,718,720,737280,0.03089000406,0.0291810334,0.03259897471,20
synthetic_maxsinl1,current_NOG-opt,722,724,741376,0.03045335058,0.02876555324,0.03214114793,20
synthetic_maxsinl1,current_NOG-opt,726,728,745472,0.02998251114,0.02834690419,0.0316181181,20
synthetic_maxsinl1,current_NOG-opt,730,732,749568,0.02948693139,0.02792261633,0.03105124646,20
synthetic_maxsinl1,current_NOG-opt,734,736,753664,0.02900897255,0.02752603742,0.03049190768,20
synthetic_maxsinl1,current_NOG-opt,738,740,757760,0.02852962166,0.02713811735,0.02992112597,20
synthetic_maxsinl1,current_NOG-opt,742,744,761856,0.02809645627,0.02679511998,0.02939779256,20
synthetic_maxsinl1,current_NOG-opt,746,748,765952,0.02769237133,0.02648468818,0.02890005448,20
synthetic_maxsinl1,current_NOG-opt,750,752,770048,0.02733025672,0.02620586405,0.02845464939,20
synthetic_maxsinl1,current_NOG-opt,754,756,774144,0.02705206964,0.02600319179,0.02810094749,20
synthetic_maxsinl1,current_NOG-opt,758,760,778240,0.02685363712,0.02586754112,0.02783973312,20
synthetic_maxsinl1,current_NOG-opt,762,764,782336,0.02672242792,0.02578425217,0.02766060368,20
synthetic_maxsinl1,current_NOG-opt,766,768,786432,0.02668373389,0.02576206363,0.02760540415,20
synthetic_maxsinl1,current_NOG-opt,770,772,790528,0.02672187388,0.02581247259,0.02763127517,20
synthetic_maxsinl1,current_NOG-opt,774,776,794624,0.0268150812,0.02590541717,0.02772474523,20
synthetic_maxsinl1,current_NOG-opt,778,780,798720,0.02697054893,0.02604300181,0.02789809605,20
synthetic_maxsinl1,current_NOG-opt,782,784,802816,0.02717399485,0.02621280629,0.02813518342,20
synthetic_maxsinl1,current_NOG-opt,786,788,806912,0.02744611241,0.02644322296,0.02844900186,20
synthetic_maxsinl1,current_NOG-opt,790,792,811008,0.02773305085,0.0267037096,0.0287623921,20
synthetic_maxsinl1,current_NOG-opt,794,796,815104,0.02803963935,0.0269888598,0.0290904189,20
synthetic_maxsinl1,current_NOG-opt,798,800,819200,0.02835131036,0.02727434245,0.02942827827,20
synthetic_maxsinl1,current_NOG-opt,802,804,823296,0.02861062083,0.02752069908,0.02970054258,20
synthetic_maxsinl1,current_NOG-opt,806,808,827392,0.02885852158,0.02776540028,0.02995164288,20
synthetic_maxsinl1,current_NOG-opt,810,812,831488,0.02905530306,0.02795903209,0.03015157402,20
synthetic_maxsinl1,current_NOG-opt,814,816,835584,0.02922225408,0.02812429812,0.03032021005,20
synthetic_maxsinl1,current_NOG-opt,818,820,839680,0.02933669239,0.02822970989,0.03044367489,20
synthetic_maxsinl1,current_NOG-opt,822,824,843776,0.02938665682,0.02827614376,0.03049716989,20
synthetic_maxsinl1,current_NOG-opt,826,828,847872,0.02941303309,0.02830001008,0.0305260561,20
synthetic_maxsinl1,current_NOG-opt,830,832,851968,0.02940688217,0.0282880337,0.03052573064,20
synthetic_maxsinl1,current_NOG-opt,834,836,856064,0.0293472751,0.02822145943,0.03047309078,20
synthetic_maxsinl1,current_NOG-opt,838,840,860160,0.02923952099,0.02810371402,0.03037532796,20
synthetic_maxsinl1,current_NOG-opt,842,844,864256,0.02911266368,0.02798152065,0.03024380671,20
synthetic_maxsinl1,current_NOG-opt,846,848,868352,0.02896882715,0.02785529916,0.03008235514,20
synthetic_maxsinl1,current_NOG-opt,850,852,872448,0.02879509088,0.02770540961,0.02988477214,20
synthetic_maxsinl1,current_NOG-opt,854,856,876544,0.02859562542,0.0275399999,0.02965125095,20
synthetic_maxsinl1,current_NOG-opt,858,860,880640,0.02840968966,0.02739280808,0.02942657125,20
synthetic_maxsinl1,current_NOG-opt,862,864,884736,0.02820425406,0.02722646564,0.02918204248,20
synthetic_maxsinl1,current_NOG-opt,866,868,888832,0.02801472833,0.02708198207,0.02894747459,20
synthetic_maxsinl1,current_NOG-opt,870,872,892928,0.02781248139,0.02693169948,0.0286932633,20
synthetic_maxsinl1,current_NOG-opt,874,876,897024,0.02764272522,0.02681214059,0.02847330986,20
synthetic_maxsinl1,current_NOG-opt,878,880,901120,0.02747357693,0.02670875656,0.02823839729,20
synthetic_maxsinl1,current_NOG-opt,882,884,905216,0.02733862493,0.02664502669,0.02803222317,20
synthetic_maxsinl1,current_NOG-opt,886,888,909312,0.02721998896,0.02659377732,0.02784620061,20
synthetic_maxsinl1,current_NOG-opt,890,892,913408,0.02713367622,0.02654854108,0.02771881137,20
synthetic_maxsinl1,current_NOG-opt,894,896,917504,0.02705234755,0.02648157585,0.02762311925,20
synthetic_maxsinl1,current_NOG-opt,898,900,921600,0.02701777751,0.0264302903,0.02760526471,20
synthetic_maxsinl1,current_NOG-opt,902,904,925696,0.02701948313,0.02638081016,0.0276581561,20
synthetic_maxsinl1,current_NOG-opt,906,908,929792,0.02705658386,0.0263560929,0.02775707481,20
synthetic_maxsinl1,current_NOG-opt,910,912,933888,0.02712968765,0.026353863,0.02790551229,20
synthetic_maxsinl1,current_NOG-opt,914,916,937984,0.02721332796,0.02635912428,0.02806753164,20
synthetic_maxsinl1,current_NOG-opt,918,920,942080,0.02730725007,0.02637981707,0.02823468308,20
synthetic_maxsinl1,current_NOG-opt,922,924,946176,0.02742659859,0.02645335533,0.02839984186,20
synthetic_maxsinl1,current_NOG-opt,926,928,950272,0.02753761802,0.02654578169,0.02852945435,20
synthetic_maxsinl1,current_NOG-opt,930,932,954368,0.02766464176,0.02666222401,0.0286670595,20
synthetic_maxsinl1,current_NOG-opt,934,936,958464,0.02780568171,0.02682072895,0.02879063447,20
synthetic_maxsinl1,current_NOG-opt,938,940,962560,0.02792442096,0.02697503267,0.02887380926,20
synthetic_maxsinl1,current_NOG-opt,942,944,966656,0.02803037129,0.02712179566,0.02893894693,20
synthetic_maxsinl1,current_NOG-opt,946,948,970752,0.02810959751,0.02725505854,0.02896413647,20
synthetic_maxsinl1,current_NOG-opt,950,952,974848,0.02819330208,0.02740014035,0.02898646381,20
synthetic_maxsinl1,current_NOG-opt,954,956,978944,0.0282367276,0.02751336986,0.02896008535,20
synthetic_maxsinl1,current_NOG-opt,958,960,983040,0.0282546564,0.02757742735,0.02893188545,20
synthetic_maxsinl1,latest_NOG-ZO,2,4,4096,0.2503577761,0.2495362652,0.251179287,20
synthetic_maxsinl1,latest_NOG-ZO,6,8,8192,0.2496212579,0.2488000483,0.2504424676,20
synthetic_maxsinl1,latest_NOG-ZO,10,12,12288,0.2495107472,0.2486919129,0.2503295815,20
synthetic_maxsinl1,latest_NOG-ZO,14,16,16384,0.2492126204,0.2483973573,0.2500278835,20
synthetic_maxsinl1,latest_NOG-ZO,18,20,20480,0.2487262763,0.2479057237,0.2495468289,20
synthetic_maxsinl1,latest_NOG-ZO,22,24,24576,0.2480321288,0.2472158629,0.2488483947,20
synthetic_maxsinl1,latest_NOG-ZO,26,28,28672,0.2471667312,0.2463585805,0.2479748819,20
synthetic_maxsinl1,latest_NOG-ZO,30,32,32768,0.2461105876,0.2453071959,0.2469139792,20
synthetic_maxsinl1,latest_NOG-ZO,34,36,36864,0.2448673472,0.2440636675,0.2456710269,20
synthetic_maxsinl1,latest_NOG-ZO,38,40,40960,0.2434404396,0.2426588052,0.2442220739,20
synthetic_maxsinl1,latest_NOG-ZO,42,44,45056,0.2418084323,0.2410379389,0.2425789258,20
synthetic_maxsinl1,latest_NOG-ZO,46,48,49152,0.2400487185,0.2392786705,0.2408187664,20
synthetic_maxsinl1,latest_NOG-ZO,50,52,53248,0.2380147859,0.2372621435,0.2387674284,20
synthetic_maxsinl1,latest_NOG-ZO,54,56,57344,0.2359033175,0.2351892933,0.2366173416,20
synthetic_maxsinl1,latest_NOG-ZO,58,60,61440,0.2336541936,0.2329416816,0.2343667056,20
synthetic_maxsinl1,latest_NOG-ZO,62,64,65536,0.2310644321,0.2303973296,0.2317315346,20
synthetic_maxsinl1,latest_NOG-ZO,66,68,69632,0.2283653811,0.2276686459,0.2290621162,20
synthetic_maxsinl1,latest_NOG-ZO,70,72,73728,0.2256406233,0.2249755921,0.2263056545,20
synthetic_maxsinl1,latest_NOG-ZO,74,76,77824,0.2226587839,0.2220272878,0.2232902801,20
synthetic_maxsinl1,latest_NOG-ZO,78,80,81920,0.2194402829,0.218808917,0.2200716487,20
synthetic_maxsinl1,latest_NOG-ZO,82,84,86016,0.2161290161,0.2155416889,0.2167163433,20
synthetic_maxsinl1,latest_NOG-ZO,86,88,90112,0.2126016781,0.2120041979,0.2131991583,20
synthetic_maxsinl1,latest_NOG-ZO,90,92,94208,0.2089391395,0.2083891414,0.2094891377,20
synthetic_maxsinl1,latest_NOG-ZO,94,96,98304,0.2052246891,0.2047006662,0.205748712,20
synthetic_maxsinl1,latest_NOG-ZO,98,100,102400,0.2012276724,0.2007199199,0.2017354249,20
synthetic_maxsinl1,latest_NOG-ZO,102,104,106496,0.1971766397,0.1967030444,0.197650235,20
synthetic_maxsinl1,latest_NOG-ZO,106,108,110592,0.192946022,0.1925006338,0.1933914102,20
synthetic_maxsinl1,latest_NOG-ZO,110,112,114688,0.1885295466,0.1880817968,0.1889772964,20
synthetic_maxsinl1,latest_NOG-ZO,114,116,118784,0.1840197697,0.1835863234,0.184453216,20
synthetic_maxsinl1,latest_NOG-ZO,118,120,122880,0.1793360755,0.1788937131,0.1797784379,20
synthetic_maxsinl1,latest_NOG-ZO,122,124,126976,0.1746926203,0.1742717271,0.1751135136,20
synthetic_maxsinl1,latest_NOG-ZO,126,128,131072,0.1698575154,0.169504254,0.1702107768,20
synthetic_maxsinl1,latest_NOG-ZO,130,132,135168,0.1648339175,0.1644121954,0.1652556396,20
synthetic_maxsinl1,latest_NOG-ZO,134,136,139264,0.1597833917,0.1593773684,0.1601894149,20
synthetic_maxsinl1,latest_NOG-ZO,138,140,143360,0.1545123763,0.1540628821,0.1549618706,20
synthetic_maxsinl1,latest_NOG-ZO,142,144,147456,0.1492212497,0.1488110758,0.1496314236,20
synthetic_maxsinl1,latest_NOG-ZO,146,148,151552,0.1437741764,0.1434003871,0.1441479656,20
synthetic_maxsinl1,latest_NOG-ZO,150,152,155648,0.1382462256,0.1377511044,0.1387413468,20
synthetic_maxsinl1,latest_NOG-ZO,154,156,159744,0.1327921405,0.1323446842,0.1332395969,20
synthetic_maxsinl1,latest_NOG-ZO,158,160,163840,0.1270936623,0.126593027,0.1275942977,20
synthetic_maxsinl1,latest_NOG-ZO,162,164,167936,0.1213040765,0.120826365,0.121781788,20
synthetic_maxsinl1,latest_NOG-ZO,166,168,172032,0.1156612266,0.1151696028,0.1161528504,20
synthetic_maxsinl1,latest_NOG-ZO,170,172,176128,0.109758782,0.1092163944,0.1103011696,20
synthetic_maxsinl1,latest_NOG-ZO,174,176,180224,0.1041038029,0.1034924074,0.1047151984,20
synthetic_maxsinl1,latest_NOG-ZO,178,180,184320,0.09806738012,0.09741771495,0.09871704528,20
synthetic_maxsinl1,latest_NOG-ZO,182,184,188416,0.09205150642,0.09138554672,0.09271746611,20
synthetic_maxsinl1,latest_NOG-ZO,186,188,192512,0.08620330952,0.08557536248,0.08683125656,20
synthetic_maxsinl1,latest_NOG-ZO,190,192,196608,0.08022906668,0.07948225928,0.08097587409,20
synthetic_maxsinl1,latest_NOG-ZO,194,196,200704,0.07412898168,0.07343537359,0.07482258977,20
synthetic_maxsinl1,latest_NOG-ZO,198,200,204800,0.06825961657,0.0674840634,0.06903516974,20
synthetic_maxsinl1,latest_NOG-ZO,202,204,208896,0.06234705411,0.06153245302,0.0631616552,20
synthetic_maxsinl1,latest_NOG-ZO,206,208,212992,0.05655366164,0.0556824334,0.05742488988,20
synthetic_maxsinl1,latest_NOG-ZO,210,212,217088,0.05068508312,0.04978132623,0.05158884001,20
synthetic_maxsinl1,latest_NOG-ZO,214,216,221184,0.04483708218,0.04395450986,0.04571965449,20
